timestamp,zone_id,cell_id,node_id,device_type,latency_ms,jitter_ms,packet_loss_pct,throughput_mbps,bandwidth_util_pct,cpu_pct,memory_pct,active_connections,queue_length,traffic_type,traffic_confidence,detection_method,is_peak_hour,day_of_week,hour_of_day,rssi_dbm,signal_quality_pct,channel,band_ghz,handover_event,handover_count,neighbor_count,channel_util_pct,connected_stations,tcp_retransmit_rate,mos_estimate,wifi_signal_category,wifi_signal_score,cellular_signal_category,cellular_signal_score,signal_health_overall,signal_dominant_link,signal_health_score,rsrp_dbm,rsrq_db,sinr_db,cqi,pci,cell_id_router,network_type_router,earfcn,enodeb_id,mcs,bler_proxy_pct,bler_delta,bler_trend,bler_severity,ho_status,ho_success_rate_pct,cssr_proxy_pct,latency_rolling_mean,latency_rolling_std,latency_trend,latency_volatility,jitter_rolling_mean,jitter_rolling_std,jitter_increasing,throughput_rolling_mean,throughput_rolling_std,throughput_volatility,anomaly_rate_recent,signal_degradation_rate,data_completeness_pct,required_metrics_pct,router_metrics_pct,data_quality_issues,skip_for_training,data_quality_rating,baseline_phase,hour_anomaly_rate,incident_recovery_time,collection_completion_pct,teams_in_meeting,data_source,anomaly_flag,anomaly_type,anomaly_score
2026-04-03T00:00:11.611573,Z2,C1,N1,workstation,93.5,47.66666666666666,0.0,8.209943980985226,54.73295987323484,2.4,65.7,25,49.21298319429557,browsing,0.34,process,False,Friday,0,-99,86,9,2.4GHz,False,0,1,30,2,0.039,4.33,very_poor,10,poor,40,poor,cellular,40,-110,-11,14.0,6,361,b20301,5G,647332,b203,0,0.04,0.01,decreasing,none,none,0.0,97.14,157.4,330.82,-1180.0,1340.75,36.96,67.52,0,5.82,2.66,7.8,100.0,0.0,100.0,100.0,100.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,statistical_outlier,0.6842055769201255
2026-04-03T00:00:46.716657,Z2,C1,N1,workstation,45.25,14.333333333333334,0.0,8.209943980985226,54.73295987323484,98.8,63.0,21,25.087983194295568,browsing,0.35,process,False,Friday,0,-99,86,9,2.4GHz,False,0,1,6,2,0.071,4.38,very_poor,10,poor,40,poor,cellular,40,-110,-10,11.0,6,361,b20301,5G,647332,b203,0,0.07,0.03,decreasing,none,none,0.0,97.14,116.46,258.19,42.5,1340.75,31.6,62.55,1,6.02,2.61,7.8,100.0,0.07,100.0,100.0,100.0,high_cpu_usage,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.7
2026-04-03T00:01:22.351899,Z2,C1,N1,workstation,72.25,64.0,0.0,7.472335847831763,49.81557231887842,25.3,73.9,31,38.36670075434953,browsing,0.33,process,False,Friday,0,-99,65,9,2.4GHz,False,0,1,27,2,0.701,4.32,very_poor,10,poor,40,poor,cellular,40,-110,-11,11.0,7,361,b20301,5G,647332,b203,0,0.7,0.63,decreasing,low,none,0.0,97.22,118.78,257.47,-617.25,1340.75,33.7,62.55,0,6.19,2.53,7.8,100.0,0.0,100.0,100.0,100.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.7
2026-04-03T00:01:57.450496,Z2,C1,N1,workstation,43.5,7.666666666666667,0.0,7.472335847831763,49.81557231887842,17.8,73.8,30,23.99170075434953,browsing,0.33,process,False,Friday,0,-113,86,9,2.4GHz,False,0,3,6,2,3.81,4.39,very_poor,10,poor,40,poor,cellular,40,-111,0,13.0,7,361,b20301,5G,647332,b203,0,3.81,3.11,increasing,medium,none,0.0,97.22,97.24,234.86,-1298.25,1340.75,26.83,52.99,0,6.36,2.43,7.8,100.0,-0.47,93.3,100.0,80.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,1.0
2026-04-03T00:02:32.492523,Z2,C1,N1,workstation,39.0,21.0,0.0,7.440026356393516,49.600175709290106,7.3,74.2,38,21.732007906918057,browsing,0.32,process,False,Friday,0,-101,86,9,2.4GHz,False,0,3,25,2,0.037,4.38,very_poor,10,poor,40,poor,cellular,40,-111,-12,14.0,9,361,b20301,5G,647332,b203,0,0.04,-3.77,increasing,none,none,0.0,97.3,53.82,41.94,37.75,243.5,17.41,12.88,1,6.58,2.2,7.8,100.0,0.0,100.0,100.0,100.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.8
2026-04-03T00:03:07.513833,Z2,C1,N1,workstation,45.75,19.33333333333333,0.0,7.440026356393516,49.600175709290106,18.4,74.3,28,25.107007906918057,browsing,0.33,process,False,Friday,0,-113,86,9,2.4GHz,False,0,3,6,2,0.83,4.38,very_poor,10,poor,40,poor,cellular,40,-111,0,10.0,7,361,b20301,5G,647332,b203,0,0.83,0.79,increasing,low,none,0.0,97.3,55.3,40.83,44.75,243.5,18.04,12.48,1,6.81,1.9,7.8,100.0,-0.47,93.3,100.0,80.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,1.0
2026-04-03T00:03:42.496434,Z2,C1,N1,workstation,53.25,16.333333333333332,0.0,8.200861328072762,54.67240885381841,5.5,74.6,25,29.08525839842183,browsing,0.33,process,False,Friday,0,-101,86,9,2.4GHz,False,0,3,6,2,0.076,4.38,very_poor,10,poor,40,poor,cellular,40,-111,-9,13.0,9,361,b20301,5G,647332,b203,0,0.08,-0.75,decreasing,none,none,0.0,97.37,57.04,39.57,-0.25,211.5,18.59,12.03,1,7.06,1.53,7.8,100.0,-0.07,100.0,100.0,100.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.8
2026-04-03T00:04:17.556789,Z2,C1,N1,workstation,41.75,21.0,0.0,8.200861328072762,54.67240885381841,11.0,75.0,27,23.33525839842183,browsing,0.33,process,False,Friday,0,-101,86,9,2.4GHz,False,0,1,6,2,0.66,4.38,very_poor,10,poor,40,poor,cellular,40,-111,-11,14.0,9,361,b20301,5G,647332,b203,0,0.66,0.58,decreasing,low,none,0.0,97.37,56.65,39.66,-21.0,211.5,18.9,11.97,0,7.32,0.93,3.04,100.0,-0.07,100.0,100.0,100.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.8
2026-04-03T00:04:52.574734,Z2,C1,N1,workstation,36.5,6.0,0.0,7.61142624860562,50.74284165737081,24.3,75.4,32,20.533427874581687,browsing,0.33,process,False,Friday,0,-101,86,9,2.4GHz,False,0,1,7,2,1.044,4.39,very_poor,10,poor,40,poor,cellular,40,-111,-11,14.0,9,361,b20301,5G,647332,b203,0,1.04,0.38,decreasing,low,none,0.0,97.44,55.77,39.81,-15.0,211.5,18.06,11.95,0,7.4,0.84,3.04,100.0,-0.07,100.0,100.0,100.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.8
2026-04-03T00:05:27.677304,Z2,C1,N1,workstation,40.0,12.0,0.0,7.61142624860562,50.74284165737081,34.4,75.8,28,22.283427874581687,browsing,0.33,process,False,Friday,0,-101,86,9,2.4GHz,False,0,1,5,2,13.208,4.39,very_poor,10,poor,40,poor,cellular,40,-111,-12,14.0,9,361,b20301,5G,647332,b203,0,13.21,12.17,increasing,critical,none,0.0,97.44,55.39,39.9,0.0,211.5,17.74,11.99,1,7.48,0.73,2.98,100.0,-0.07,100.0,100.0,100.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.8
2026-04-03T00:06:02.749115,Z2,C1,N1,workstation,36.75,7.333333333333333,0.0,7.790217328169724,51.93478218779816,23.3,76.3,32,20.712065198450915,browsing,0.33,process,False,Friday,0,-101,87,9,2.4GHz,False,0,1,5,2,0.189,4.39,very_poor,10,poor,40,poor,cellular,40,-111,-11,12.0,6,361,b20301,5G,647332,b203,0,0.19,-13.02,increasing,none,none,0.0,97.5,55.28,39.95,-4.75,211.5,17.84,11.89,0,7.57,0.6,2.98,100.0,-0.07,100.0,100.0,100.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.8
2026-04-03T00:06:37.843002,Z2,C1,N1,workstation,67.0,35.0,0.0,7.790217328169724,51.93478218779816,3.1,76.4,21,35.837065198450915,browsing,0.33,process,False,Friday,0,-99,87,9,2.4GHz,False,0,2,7,2,22.078,4.36,very_poor,10,poor,40,poor,cellular,40,-111,-12,14.0,9,361,b20301,5G,647332,b203,0,22.08,21.89,increasing,critical,none,0.0,97.5,56.13,39.92,20.5,211.5,18.58,12.24,1,7.66,0.41,1.55,100.0,0.07,100.0,100.0,100.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.7
2026-04-03T00:07:12.931456,Z2,C1,N1,workstation,45.5,10.0,0.0,7.759860787168676,51.73240524779117,11.6,76.8,22,25.077958236150604,browsing,0.34,process,False,Friday,0,-101,87,9,2.4GHz,False,0,3,5,2,1.201,4.39,very_poor,10,poor,40,poor,cellular,40,-111,-11,11.0,8,361,b20301,5G,647332,b203,0,1.2,-20.88,increasing,low,none,0.0,97.56,56.1,39.93,3.75,211.5,18.38,12.33,0,7.67,0.4,1.55,100.0,0.0,100.0,100.0,100.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.8
2026-04-03T00:07:47.950524,Z2,C1,N1,workstation,39.25,17.666666666666668,0.0,7.759860787168676,51.73240524779117,24.4,76.8,22,21.952958236150604,browsing,0.34,process,False,Friday,0,-101,87,9,2.4GHz,False,0,3,6,2,2.439,4.38,very_poor,10,poor,40,poor,cellular,40,-111,-11,14.0,7,361,b20301,5G,647332,b203,0,2.44,1.24,increasing,medium,none,0.0,97.56,56.02,39.96,-8.0,211.5,18.48,12.31,0,7.69,0.39,1.55,100.0,0.0,100.0,100.0,100.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.8
2026-04-03T00:08:22.963547,Z2,C1,N1,workstation,49.0,14.333333333333334,0.0,8.160235133942873,54.40156755961916,28.2,75.3,27,26.94807054018286,browsing,0.34,process,False,Friday,0,-101,86,9,2.4GHz,False,0,3,6,2,0.202,4.38,very_poor,10,poor,40,poor,cellular,40,-111,-12,13.0,9,361,b20301,5G,647332,b203,0,0.2,-2.24,decreasing,none,none,0.0,97.62,56.08,39.95,16.0,211.5,18.33,12.33,1,7.72,0.4,1.55,100.0,0.0,100.0,100.0,100.0,none,False,excellent,False,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.8
