incident_id,start_timestamp,end_timestamp,node_id,incident_type,severity,time_to_detect_sec,duration_sec,samples,max_score
INC_1778373709_channel_co,2026-05-10T01:41:49.877439,2026-05-10T01:44:03.966808,N1,channel_congestion,critical,30,134,3,1.0
INC_1778373754_congestion,2026-05-10T01:42:34.900274,2026-05-10T01:42:34.900274,N1,congestion,critical,30,0,1,0.804
INC_1778374023_channel_co,2026-05-10T01:47:03.099847,2026-05-10T01:49:16.289673,N1,channel_congestion,critical,30,133,4,1.0
INC_1778374333_jitter_deg,2026-05-10T01:52:13.833376,2026-05-10T01:52:13.833376,N1,jitter_degradation,low,30,0,1,0.011
INC_1778374378_channel_co,2026-05-10T01:52:58.547078,2026-05-10T01:52:58.547078,N1,channel_congestion,critical,30,0,1,1.0
INC_1778374422_local_reso,2026-05-10T01:53:42.698350,2026-05-10T01:53:42.698350,N1,local_resource_constraint,critical,30,0,1,0.917
INC_1778374512_low_throug,2026-05-10T01:55:12.096381,2026-05-10T01:58:10.201739,N1,low_throughput,critical,30,178,5,0.96
INC_1778374779_low_throug,2026-05-10T01:59:39.018570,2026-05-10T02:01:08.298116,N1,low_throughput,critical,30,89,3,0.98
INC_1778374957_low_throug,2026-05-10T02:02:37.564534,2026-05-10T02:04:06.541832,N1,low_throughput,critical,30,88,3,0.96
INC_1778375179_low_throug,2026-05-10T02:06:19.924836,2026-05-10T02:07:49.308821,N1,low_throughput,critical,30,89,3,0.98
INC_1778375358_low_throug,2026-05-10T02:09:18.623359,2026-05-10T02:15:15.963230,N1,low_throughput,critical,30,357,8,0.98
INC_1778375492_channel_co,2026-05-10T02:11:32.661408,2026-05-10T02:11:32.661408,N1,channel_congestion,high,30,0,1,0.667
INC_1778410344_low_throug,2026-05-10T11:52:24.460291,2026-05-10T11:52:49.263066,N1,low_throughput,critical,10,24,3,0.8
INC_1778410452_low_throug,2026-05-10T11:54:12.705563,2026-05-10T11:54:12.705563,N1,low_throughput,low,10,0,1,0.3
INC_1778410487_low_throug,2026-05-10T11:54:47.391402,2026-05-10T11:54:47.391402,N1,low_throughput,low,10,0,1,0.22
INC_1778410510_low_throug,2026-05-10T11:55:10.388302,2026-05-10T11:55:10.388302,N1,low_throughput,low,10,0,1,0.32
INC_1778410575_low_throug,2026-05-10T11:56:15.403403,2026-05-10T11:56:15.403403,N1,low_throughput,critical,10,0,1,0.84
INC_1778410595_low_throug,2026-05-10T11:56:35.403578,2026-05-10T11:56:35.403578,N1,low_throughput,low,10,0,1,0.08
INC_1778410615_low_throug,2026-05-10T11:56:55.393827,2026-05-10T11:56:55.393827,N1,low_throughput,low,10,0,1,0.16
INC_1778410645_low_throug,2026-05-10T11:57:25.405328,2026-05-10T11:57:25.405328,N1,low_throughput,high,10,0,1,0.76
INC_1778410665_low_throug,2026-05-10T11:57:45.396601,2026-05-10T11:57:45.396601,N1,low_throughput,medium,10,0,1,0.54
INC_1778410685_low_throug,2026-05-10T11:58:05.393279,2026-05-10T11:58:05.393279,N1,low_throughput,low,10,0,1,0.34
INC_1778410705_low_throug,2026-05-10T11:58:25.407647,2026-05-10T12:00:45.440488,N1,low_throughput,critical,10,140,15,0.9
INC_1778410875_low_throug,2026-05-10T12:01:15.488017,2026-05-10T12:14:25.759671,N1,low_throughput,critical,10,790,78,0.96
INC_1778410965_local_reso,2026-05-10T12:02:45.520414,2026-05-10T12:11:45.715905,N1,local_resource_constraint,critical,10,540,2,0.922
INC_1778411685_low_throug,2026-05-10T12:14:45.763418,2026-05-10T12:16:35.769902,N1,low_throughput,critical,10,110,12,0.92
INC_1778411805_local_reso,2026-05-10T12:16:45.777944,2026-05-10T12:16:45.777944,N1,local_resource_constraint,critical,10,0,1,0.908
INC_1778412188_low_throug,2026-05-10T12:23:08.698425,2026-05-10T12:23:58.689727,N1,low_throughput,critical,10,49,6,0.88
INC_1778412278_low_throug,2026-05-10T12:24:38.708664,2026-05-10T12:24:48.709767,N1,low_throughput,critical,10,10,2,0.84
INC_1778412308_low_throug,2026-05-10T12:25:08.703738,2026-05-10T12:25:08.703738,N1,low_throughput,medium,10,0,1,0.44
INC_1778412348_low_throug,2026-05-10T12:25:48.704775,2026-05-10T12:34:38.733777,N1,low_throughput,critical,10,530,52,0.92
INC_1778412718_statistica,2026-05-10T12:31:58.725914,2026-05-10T12:31:58.725914,N1,statistical_outlier,high,10,0,1,0.793
INC_1778412848_latency_de,2026-05-10T12:34:08.726906,2026-05-10T12:34:08.726906,N1,latency_degradation,low,10,0,1,0.144
INC_1778412908_low_throug,2026-05-10T12:35:08.755808,2026-05-10T12:37:08.767328,N1,low_throughput,critical,10,120,13,0.94
INC_1778413048_low_throug,2026-05-10T12:37:28.770473,2026-05-10T12:39:18.811687,N1,low_throughput,critical,10,110,12,0.9
INC_1778413178_low_throug,2026-05-10T12:39:38.805302,2026-05-10T13:20:43.697666,N1,low_throughput,critical,10,2464,44,0.98
INC_1778413518_severe_pac,2026-05-10T12:45:18.875163,2026-05-10T12:45:18.875163,N1,severe_packet_loss,critical,10,0,1,1.0
INC_1778413528_link_failu,2026-05-10T12:45:28.894423,2026-05-10T13:18:41.398709,N1,link_failure,critical,10,1992,173,1.0
INC_1778415543_high_retra,2026-05-10T13:19:03.658213,2026-05-10T13:19:23.686463,N1,high_retransmission,critical,10,20,2,1.0
INC_1778415673_low_throug,2026-05-10T13:21:13.705457,2026-05-10T13:46:04.107790,N1,low_throughput,critical,10,1490,147,0.98
INC_1778416203_statistica,2026-05-10T13:30:03.909798,2026-05-10T13:30:03.909798,N1,statistical_outlier,high,10,0,1,0.65
INC_1778416774_high_laten,2026-05-10T13:39:34.011654,2026-05-10T13:39:34.011654,N1,high_latency,medium,10,0,1,0.527
INC_1778416954_local_reso,2026-05-10T13:42:34.065539,2026-05-10T13:42:34.065539,N1,local_resource_constraint,critical,10,0,1,0.838
