timestamp,zone_id,cell_id,node_id,device_type,latency_ms,jitter_ms,packet_loss_pct,throughput_mbps,bandwidth_util_pct,cpu_pct,memory_pct,active_connections,queue_length,traffic_type,traffic_confidence,detection_method,is_peak_hour,day_of_week,hour_of_day,rssi_dbm,signal_quality_pct,channel,band_ghz,handover_event,handover_count,neighbor_count,channel_util_pct,connected_stations,tcp_retransmit_rate,mos_estimate,wifi_signal_category,wifi_signal_score,cellular_signal_category,cellular_signal_score,signal_health_overall,signal_dominant_link,signal_health_score,rsrp_dbm,rsrq_db,sinr_db,cqi,pci,cell_id_router,network_type_router,earfcn,enodeb_id,mcs,bler_proxy_pct,bler_delta,bler_trend,bler_severity,ho_status,ho_success_rate_pct,cssr_proxy_pct,latency_rolling_mean,latency_rolling_std,latency_trend,latency_volatility,jitter_rolling_mean,jitter_rolling_std,jitter_increasing,throughput_rolling_mean,throughput_rolling_std,throughput_volatility,anomaly_rate_recent,signal_degradation_rate,data_completeness_pct,required_metrics_pct,router_metrics_pct,data_quality_issues,skip_for_training,data_quality_rating,baseline_phase,hour_anomaly_rate,incident_recovery_time,collection_completion_pct,teams_in_meeting,data_source,anomaly_flag,anomaly_type,anomaly_score
2026-05-10T01:40:57.198605,Z2,C1,N1,workstation,1.5,1.3333333333333333,0.0,6.74,44.93333333333334,19.7,85.0,26,2.772,browsing,0.35,process,False,Sunday,1,-40,90,56,5GHz,False,0,4,66,3,0.292,4.41,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,0.29,0.0,stable,none,none,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,73.3,100.0,20.0,none,False,fair,True,0.0,-1.0,100.0,False,wifi,False,normal,0.0
2026-05-10T01:41:49.877439,Z2,C1,N1,workstation,60.25,9.333333333333334,0.0,12.27,81.8,45.8,85.3,31,33.806,browsing,0.35,process,False,Sunday,1,-45,90,56,5GHz,False,0,4,100,3,0.025,4.39,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,0.03,-0.26,stable,none,none,0.0,0.0,30.88,29.38,58.75,58.75,5.33,4.0,1,9.5,2.76,5.53,50.0,-2.5,73.3,100.0,20.0,none,False,fair,True,50.0,-1.0,100.0,False,wifi,True,channel_congestion,1.0
2026-05-10T01:42:34.900274,Z2,C1,N1,workstation,193.5,102.66666666666667,0.0,12.51,83.39999999999999,23.1,85.1,27,100.503,browsing,0.36,process,False,Sunday,1,-45,90,56,5GHz,False,0,1,100,3,0.111,3.7,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,0.11,0.08,stable,none,none,0.0,0.0,85.08,80.33,192.0,192.0,37.78,46.0,1,10.51,2.67,5.77,66.7,-1.67,73.3,100.0,20.0,none,False,fair,True,66.7,-1.0,100.0,False,wifi,True,congestion,0.804
2026-05-10T01:43:19.747724,Z2,C1,N1,workstation,68.25,46.666666666666664,0.0,12.52,83.46666666666667,37.0,86.1,38,37.881,browsing,0.37,process,False,Sunday,1,-45,90,56,5GHz,False,0,1,100,3,0.018,4.34,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,0.02,-0.09,decreasing,none,none,0.0,0.0,80.88,69.95,66.75,192.0,40.0,40.02,1,11.01,2.47,5.78,75.0,-1.25,73.3,100.0,20.0,none,False,fair,True,75.0,-1.0,100.0,False,wifi,True,channel_congestion,1.0
2026-05-10T01:44:03.966808,Z2,C1,N1,workstation,68.25,7.0,0.0,12.73,84.86666666666667,23.1,86.4,38,37.944,browsing,0.37,process,False,Sunday,1,-45,90,56,5GHz,False,0,1,100,3,0.318,4.39,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,0.32,0.3,stable,none,none,0.0,0.0,78.35,62.76,66.75,192.0,33.4,38.15,1,11.35,2.31,5.99,80.0,-1.0,73.3,100.0,20.0,none,False,fair,True,80.0,-1.0,100.0,False,wifi,True,channel_congestion,1.0
2026-05-10T01:44:48.693737,Z2,C1,N1,workstation,60.25,23.333333333333332,0.0,12.63,84.2,61.1,87.4,35,33.914,browsing,0.34,process,False,Sunday,1,-43,92,56,5GHz,False,0,8,12,5,0.27,4.37,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,0.27,-0.05,increasing,none,none,0.0,0.0,75.33,57.69,58.75,192.0,31.72,35.03,1,11.57,2.16,5.99,66.7,-0.5,73.3,100.0,20.0,none,False,fair,True,66.7,-1.0,100.0,False,wifi,False,normal,0.0
2026-05-10T01:45:33.456269,Z2,C1,N1,workstation,69.75,31.666666666666668,0.0,12.68,84.53333333333333,86.2,89.0,40,38.679,browsing,0.34,process,False,Sunday,1,-43,92,56,5GHz,False,0,8,12,5,0.164,4.36,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,0.16,-0.11,increasing,none,none,0.0,0.0,74.54,53.45,68.25,192.0,31.71,32.43,1,11.73,2.04,5.99,57.1,-0.43,73.3,100.0,20.0,none,False,fair,True,57.1,-1.0,100.0,False,wifi,False,normal,0.0
2026-05-10T01:46:18.361228,Z2,C1,N1,workstation,108.5,64.66666666666667,0.0,12.76,85.06666666666666,44.9,88.3,35,58.078,browsing,0.34,process,False,Sunday,1,-42,92,56,5GHz,False,0,8,12,5,0.069,4.29,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,0.07,-0.09,stable,none,none,0.0,0.0,78.78,51.24,107.0,192.0,35.83,32.24,1,11.85,1.94,6.02,50.0,-0.25,73.3,100.0,20.0,none,False,fair,True,50.0,-1.0,100.0,False,wifi,False,normal,0.0
2026-05-10T01:47:03.099847,Z2,C1,N1,workstation,59.75,6.666666666666667,0.0,12.74,84.93333333333334,41.3,88.0,31,33.697,browsing,0.34,process,False,Sunday,1,-42,92,56,5GHz,False,0,1,100,3,0.041,4.39,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,0.04,-0.03,decreasing,none,none,0.0,0.0,76.67,48.68,58.25,192.0,32.59,31.74,1,11.95,1.85,6.02,55.6,-0.22,73.3,100.0,20.0,none,False,fair,True,55.6,-1.0,100.0,False,wifi,True,channel_congestion,1.0
2026-05-10T01:47:47.834181,Z2,C1,N1,workstation,64.25,23.0,0.0,12.63,84.2,53.3,87.9,29,35.914,browsing,0.33,process,False,Sunday,1,-43,92,56,5GHz,False,0,1,100,3,0.11,4.37,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,0.11,0.07,decreasing,none,none,0.0,0.0,75.42,46.33,62.75,192.0,31.63,30.25,1,12.02,1.77,6.02,60.0,-0.3,73.3,100.0,20.0,none,False,fair,True,60.0,-1.0,100.0,False,wifi,True,channel_congestion,1.0
