incident_id,start_timestamp,end_timestamp,node_id,incident_type,severity,time_to_detect_sec,duration_sec,samples,max_score
INC_1778108384_low_throug,2026-05-06T23:59:44.907273,2026-05-07T00:00:25.416053,N1,low_throughput,critical,5,40,3,0.98
INC_1778108445_latency_de,2026-05-07T00:00:45.059108,2026-05-07T00:00:45.059108,N1,latency_degradation,medium,5,0,1,0.414
INC_1778108485_jitter_deg,2026-05-07T00:01:25.007616,2026-05-07T00:01:25.007616,N1,jitter_degradation,medium,5,0,1,0.488
INC_1778108625_low_throug,2026-05-07T00:03:45.492563,2026-05-07T00:04:25.549806,N1,low_throughput,critical,5,40,2,0.98
INC_1778108645_high_laten,2026-05-07T00:04:05.323802,2026-05-07T00:04:45.482673,N1,high_latency,high,5,40,2,0.766
INC_1778108826_low_throug,2026-05-07T00:07:06.416120,2026-05-07T00:07:46.181530,N1,low_throughput,critical,5,39,3,0.98
INC_1778108885_high_laten,2026-05-07T00:08:05.986275,2026-05-07T00:08:05.986275,N1,high_latency,medium,5,0,1,0.526
INC_1778108966_low_throug,2026-05-07T00:09:26.391804,2026-05-07T00:10:05.742641,N1,low_throughput,critical,5,39,3,0.98
INC_1778109025_latency_de,2026-05-07T00:10:25.351305,2026-05-07T00:10:25.351305,N1,latency_degradation,low,5,0,1,0.057
INC_1778109045_high_laten,2026-05-07T00:10:45.320049,2026-05-07T00:10:45.320049,N1,high_latency,critical,5,0,1,0.955
INC_1778109085_low_throug,2026-05-07T00:11:25.734402,2026-05-07T00:11:25.734402,N1,low_throughput,low,5,0,1,0.28
INC_1778109145_low_throug,2026-05-07T00:12:25.580935,2026-05-07T00:12:45.671946,N1,low_throughput,critical,5,20,2,0.98
INC_1778109185_high_laten,2026-05-07T00:13:05.316228,2026-05-07T00:13:25.014803,N1,high_latency,high,5,19,2,0.635
INC_1778109285_low_throug,2026-05-07T00:14:45.545882,2026-05-07T00:15:26.044559,N1,low_throughput,critical,5,40,3,0.98
INC_1778109353_latency_de,2026-05-07T00:15:53.971242,2026-05-07T00:15:53.971242,N1,latency_degradation,low,5,0,1,0.098
INC_1778109373_high_laten,2026-05-07T00:16:13.568554,2026-05-07T00:16:54.890650,N1,high_latency,critical,5,41,3,1.0
INC_1778109456_jitter_deg,2026-05-07T00:17:36.017638,2026-05-07T00:17:36.017638,N1,jitter_degradation,medium,5,0,1,0.504
INC_1778109516_latency_de,2026-05-07T00:18:36.600279,2026-05-07T00:19:56.352176,N1,latency_degradation,low,5,79,2,0.352
INC_1778109536_low_throug,2026-05-07T00:18:56.509018,2026-05-07T00:18:56.509018,N1,low_throughput,critical,5,0,1,0.98
INC_1778109556_high_laten,2026-05-07T00:19:16.419088,2026-05-07T00:21:04.658865,N1,high_latency,critical,5,108,5,1.0
INC_1778109743_high_laten,2026-05-07T00:22:23.680238,2026-05-07T00:24:02.999442,N1,high_latency,critical,5,99,4,1.0
INC_1778109764_low_throug,2026-05-07T00:22:44.138333,2026-05-07T00:23:03.619387,N1,low_throughput,critical,5,19,2,0.98
INC_1778109961_jitter_deg,2026-05-07T00:26:01.229548,2026-05-07T00:26:01.229548,N1,jitter_degradation,low,5,0,1,0.045
INC_1778109981_low_throug,2026-05-07T00:26:21.241439,2026-05-07T00:26:21.241439,N1,low_throughput,critical,5,0,1,0.98
INC_1778110000_high_laten,2026-05-07T00:26:40.643024,2026-05-07T00:27:00.724016,N1,high_latency,high,5,20,2,0.648
INC_1778110040_latency_de,2026-05-07T00:27:20.235868,2026-05-07T00:27:41.089319,N1,latency_degradation,medium,5,20,2,0.567
INC_1778110139_low_throug,2026-05-07T00:28:59.837280,2026-05-07T00:28:59.837280,N1,low_throughput,critical,5,0,1,0.98
INC_1778110159_high_laten,2026-05-07T00:29:19.538661,2026-05-07T00:30:00.359990,N1,high_latency,critical,5,40,3,1.0
INC_1778110260_low_throug,2026-05-07T00:31:00.059839,2026-05-07T00:32:47.823780,N1,low_throughput,critical,5,107,4,0.98
INC_1778110319_jitter_deg,2026-05-07T00:31:59.235979,2026-05-07T00:32:19.252499,N1,jitter_degradation,low,5,20,2,0.285
INC_1778110387_latency_de,2026-05-07T00:33:07.919169,2026-05-07T00:33:07.919169,N1,latency_degradation,medium,5,0,1,0.403
INC_1778110467_latency_de,2026-05-07T00:34:27.023408,2026-05-07T00:34:27.023408,N1,latency_degradation,low,5,0,1,0.298
INC_1778110486_high_laten,2026-05-07T00:34:46.840479,2026-05-07T00:35:49.125044,N1,high_latency,critical,5,62,4,1.0
INC_1778110608_low_throug,2026-05-07T00:36:48.630893,2026-05-07T00:37:29.988308,N1,low_throughput,critical,5,41,2,0.98
INC_1778110628_high_laten,2026-05-07T00:37:08.067543,2026-05-07T00:39:13.289584,N1,high_latency,critical,5,125,5,1.0
INC_1778110733_latency_de,2026-05-07T00:38:53.885369,2026-05-07T00:38:53.885369,N1,latency_degradation,low,5,0,1,0.213
INC_1778110774_jitter_deg,2026-05-07T00:39:34.404486,2026-05-07T00:39:34.404486,N1,jitter_degradation,low,5,0,1,0.123
INC_1778110833_low_throug,2026-05-07T00:40:33.052914,2026-05-07T00:40:52.420352,N1,low_throughput,critical,5,19,2,0.98
INC_1778110891_high_laten,2026-05-07T00:41:31.786321,2026-05-07T00:41:51.949019,N1,high_latency,high,5,20,2,0.644
INC_1778111028_jitter_deg,2026-05-07T00:43:48.651733,2026-05-07T00:43:48.651733,N1,jitter_degradation,low,5,0,1,0.381
INC_1778111088_low_throug,2026-05-07T00:44:48.304484,2026-05-07T00:46:07.380788,N1,low_throughput,critical,5,79,5,0.98
INC_1778111186_jitter_deg,2026-05-07T00:46:26.829643,2026-05-07T00:46:26.829643,N1,jitter_degradation,low,5,0,1,0.032
INC_1778111206_high_laten,2026-05-07T00:46:46.752898,2026-05-07T00:46:46.752898,N1,high_latency,high,5,0,1,0.612
INC_1778111226_latency_de,2026-05-07T00:47:06.676936,2026-05-07T00:47:06.676936,N1,latency_degradation,low,5,0,1,0.195
INC_1778111266_low_throug,2026-05-07T00:47:46.810104,2026-05-07T00:48:06.344373,N1,low_throughput,critical,5,19,2,0.98
INC_1778111305_high_laten,2026-05-07T00:48:25.601589,2026-05-07T00:49:11.483091,N1,high_latency,critical,5,45,3,1.0
INC_1778111373_jitter_deg,2026-05-07T00:49:33.850306,2026-05-07T00:49:33.850306,N1,jitter_degradation,low,5,0,1,0.357
INC_1778111452_low_throug,2026-05-07T00:50:52.185240,2026-05-07T00:51:12.164887,N1,low_throughput,critical,5,19,2,0.98
INC_1778111511_high_laten,2026-05-07T00:51:51.026840,2026-05-07T00:51:51.026840,N1,high_latency,high,5,0,1,0.751
INC_1778111531_jitter_deg,2026-05-07T00:52:11.457339,2026-05-07T00:52:11.457339,N1,jitter_degradation,low,5,0,1,0.144
INC_1778111570_low_throug,2026-05-07T00:52:50.338633,2026-05-07T00:52:50.338633,N1,low_throughput,critical,5,0,1,0.96
INC_1778111609_high_laten,2026-05-07T00:53:29.161795,2026-05-07T00:54:30.166003,N1,high_latency,critical,5,61,3,1.0
INC_1778111649_latency_de,2026-05-07T00:54:09.985954,2026-05-07T00:54:09.985954,N1,latency_degradation,medium,5,0,1,0.424
INC_1778111691_severe_pac,2026-05-07T00:54:51.424623,2026-05-07T00:54:51.424623,N1,severe_packet_loss,critical,5,0,1,1.0
INC_1778111754_jitter_deg,2026-05-07T00:55:54.657276,2026-05-07T00:55:54.657276,N1,jitter_degradation,low,5,0,1,0.109
INC_1778111774_high_laten,2026-05-07T00:56:14.321374,2026-05-07T00:56:14.321374,N1,high_latency,critical,5,0,1,1.0
INC_1778111842_high_laten,2026-05-07T00:57:22.032162,2026-05-07T00:57:22.032162,N1,high_latency,critical,5,0,1,1.0
INC_1778111949_low_throug,2026-05-07T00:59:09.708842,2026-05-07T01:00:12.071384,N1,low_throughput,critical,5,62,3,0.98
INC_1778111989_high_laten,2026-05-07T00:59:49.134797,2026-05-07T01:00:31.505123,N1,high_latency,critical,5,42,2,1.0
INC_1778112052_latency_de,2026-05-07T01:00:52.742413,2026-05-07T01:00:52.742413,N1,latency_degradation,low,5,0,1,0.085
INC_1778112092_high_laten,2026-05-07T01:01:32.061319,2026-05-07T01:02:31.017286,N1,high_latency,high,5,58,2,0.682
INC_1778112111_low_throug,2026-05-07T01:01:51.729718,2026-05-07T01:01:51.729718,N1,low_throughput,low,5,0,1,0.28
INC_1778112131_latency_de,2026-05-07T01:02:11.129259,2026-05-07T01:02:50.495776,N1,latency_degradation,low,5,39,2,0.129
INC_1778112228_low_throug,2026-05-07T01:03:48.507073,2026-05-07T01:04:08.159517,N1,low_throughput,critical,5,19,2,0.98
INC_1778112268_high_laten,2026-05-07T01:04:28.241118,2026-05-07T01:04:28.241118,N1,high_latency,medium,5,0,1,0.591
INC_1778112287_latency_de,2026-05-07T01:04:47.884401,2026-05-07T01:04:47.884401,N1,latency_degradation,low,5,0,1,0.346
INC_1778112367_jitter_deg,2026-05-07T01:06:07.956152,2026-05-07T01:06:07.956152,N1,jitter_degradation,low,5,0,1,0.109
INC_1778112387_low_throug,2026-05-07T01:06:27.844742,2026-05-07T01:06:48.085546,N1,low_throughput,critical,5,20,2,0.98
INC_1778112506_low_throug,2026-05-07T01:08:26.630707,2026-05-07T01:08:26.630707,N1,low_throughput,critical,5,0,1,0.96
INC_1778112564_high_laten,2026-05-07T01:09:24.417494,2026-05-07T01:09:24.417494,N1,high_latency,critical,5,0,1,0.963
INC_1778112643_low_throug,2026-05-07T01:10:43.416517,2026-05-07T01:11:02.823283,N1,low_throughput,critical,5,19,2,0.98
INC_1778112702_high_laten,2026-05-07T01:11:42.155405,2026-05-07T01:11:42.155405,N1,high_latency,critical,5,0,1,1.0
