incident_id,start_timestamp,end_timestamp,node_id,incident_type,severity,time_to_detect_sec,duration_sec,samples,max_score
INC_1778095914_low_throug,2026-05-06T20:31:54.045751,2026-05-06T20:31:54.045751,N1,low_throughput,critical,5,0,1,0.92
INC_1778095953_low_throug,2026-05-06T20:32:33.765295,2026-05-06T20:32:33.765295,N1,low_throughput,critical,5,0,1,0.98
INC_1778095973_jitter_deg,2026-05-06T20:32:53.063030,2026-05-06T20:32:53.063030,N1,jitter_degradation,low,5,0,1,0.003
INC_1778096073_low_throug,2026-05-06T20:34:33.309713,2026-05-06T20:34:33.309713,N1,low_throughput,critical,5,0,1,0.94
INC_1778096094_local_reso,2026-05-06T20:34:54.340093,2026-05-06T20:34:54.340093,N1,local_resource_constraint,critical,5,0,1,0.873
INC_1778096115_congestion,2026-05-06T20:35:15.749210,2026-05-06T20:35:36.571563,N1,congestion,critical,5,20,2,1.0
INC_1778096157_jitter_deg,2026-05-06T20:35:57.874784,2026-05-06T20:35:57.874784,N1,jitter_degradation,low,5,0,1,0.141
INC_1778096199_severe_pac,2026-05-06T20:36:39.369904,2026-05-06T20:36:39.369904,N1,severe_packet_loss,critical,5,0,1,1.0
INC_1778096235_congestion,2026-05-06T20:37:15.763968,2026-05-06T20:37:15.763968,N1,congestion,critical,5,0,1,1.0
INC_1778096256_local_reso,2026-05-06T20:37:36.418910,2026-05-06T20:37:36.418910,N1,local_resource_constraint,critical,5,0,1,0.912
INC_1778096340_jitter_deg,2026-05-06T20:39:00.628562,2026-05-06T20:39:00.628562,N1,jitter_degradation,low,5,0,1,0.019
INC_1778096361_congestion,2026-05-06T20:39:21.100319,2026-05-06T20:39:41.678976,N1,congestion,critical,5,20,2,0.865
INC_1778096422_congestion,2026-05-06T20:40:22.971962,2026-05-06T20:40:22.971962,N1,congestion,critical,5,0,1,1.0
INC_1778096504_low_throug,2026-05-06T20:41:44.355287,2026-05-06T20:41:44.355287,N1,low_throughput,critical,5,0,1,0.8
INC_1778096544_low_throug,2026-05-06T20:42:24.929376,2026-05-06T20:43:24.570243,N1,low_throughput,critical,5,59,4,0.98
INC_1778096624_jitter_deg,2026-05-06T20:43:44.419590,2026-05-06T20:43:44.419590,N1,jitter_degradation,medium,5,0,1,0.467
INC_1778096745_low_throug,2026-05-06T20:45:45.455819,2026-05-06T20:45:45.455819,N1,low_throughput,critical,5,0,1,0.98
INC_1778096785_low_throug,2026-05-06T20:46:25.590736,2026-05-06T20:46:45.594342,N1,low_throughput,critical,5,20,2,0.98
INC_1778096826_congestion,2026-05-06T20:47:06.585340,2026-05-06T20:49:15.962729,N1,congestion,critical,5,129,7,1.0
INC_1778096976_latency_de,2026-05-06T20:49:36.209511,2026-05-06T20:49:36.209511,N1,latency_degradation,low,5,0,1,0.024
INC_1778096996_jitter_deg,2026-05-06T20:49:56.417470,2026-05-06T20:49:56.417470,N1,jitter_degradation,low,5,0,1,0.245
INC_1778097037_congestion,2026-05-06T20:50:37.105305,2026-05-06T20:51:17.596335,N1,congestion,critical,5,40,2,1.0
INC_1778097056_local_reso,2026-05-06T20:50:56.700887,2026-05-06T20:50:56.700887,N1,local_resource_constraint,critical,5,0,1,0.926
INC_1778097138_congestion,2026-05-06T20:52:18.750136,2026-05-06T20:53:02.591181,N1,congestion,critical,5,43,3,1.0
INC_1778097203_jitter_deg,2026-05-06T20:53:23.593890,2026-05-06T20:53:23.593890,N1,jitter_degradation,low,5,0,1,0.304
INC_1778097244_jitter_deg,2026-05-06T20:54:04.276339,2026-05-06T20:54:04.276339,N1,jitter_degradation,low,5,0,1,0.112
INC_1778097264_latency_de,2026-05-06T20:54:24.388364,2026-05-06T20:54:44.260234,N1,latency_degradation,low,5,19,2,0.075
INC_1778097304_congestion,2026-05-06T20:55:04.126006,2026-05-06T20:56:09.843184,N1,congestion,critical,5,65,2,1.0
INC_1778097324_local_reso,2026-05-06T20:55:24.549093,2026-05-06T20:55:47.741599,N1,local_resource_constraint,critical,5,23,2,0.907
INC_1778097431_low_throug,2026-05-06T20:57:11.981048,2026-05-06T20:57:11.981048,N1,low_throughput,critical,5,0,1,0.94
INC_1778097452_congestion,2026-05-06T20:57:32.072072,2026-05-06T20:57:32.072072,N1,congestion,critical,5,0,1,1.0
INC_1778097492_jitter_deg,2026-05-06T20:58:12.791086,2026-05-06T20:59:13.301273,N1,jitter_degradation,low,5,60,2,0.035
INC_1778097512_congestion,2026-05-06T20:58:32.976840,2026-05-06T20:59:33.501238,N1,congestion,critical,5,60,3,1.0
INC_1778097612_congestion,2026-05-06T21:00:12.698629,2026-05-06T21:00:12.698629,N1,congestion,critical,5,0,1,1.0
INC_1778097694_jitter_deg,2026-05-06T21:01:34.112612,2026-05-06T21:02:33.620548,N1,jitter_degradation,low,5,59,2,0.243
INC_1778097713_congestion,2026-05-06T21:01:53.702284,2026-05-06T21:03:14.799707,N1,congestion,critical,5,81,4,1.0
INC_1778097814_latency_de,2026-05-06T21:03:34.526737,2026-05-06T21:03:34.526737,N1,latency_degradation,low,5,0,1,0.08
INC_1778097854_jitter_deg,2026-05-06T21:04:14.842733,2026-05-06T21:04:14.842733,N1,jitter_degradation,medium,5,0,1,0.443
INC_1778097894_jitter_deg,2026-05-06T21:04:54.956818,2026-05-06T21:04:54.956818,N1,jitter_degradation,low,5,0,1,0.331
INC_1778097915_latency_de,2026-05-06T21:05:15.739724,2026-05-06T21:05:15.739724,N1,latency_degradation,low,5,0,1,0.072
INC_1778097936_congestion,2026-05-06T21:05:36.522119,2026-05-06T21:05:57.014311,N1,congestion,critical,5,20,2,1.0
INC_1778098587_low_throug,2026-05-06T21:16:27.585057,2026-05-06T21:18:05.375947,N1,low_throughput,critical,5,97,6,0.98
INC_1778098737_high_jitte,2026-05-06T21:18:57.827677,2026-05-06T21:18:57.827677,N1,high_jitter,medium,5,0,1,0.516
INC_1778098777_jitter_deg,2026-05-06T21:19:37.193987,2026-05-06T21:19:37.193987,N1,jitter_degradation,low,5,0,1,0.197
INC_1778098835_high_jitte,2026-05-06T21:20:35.415891,2026-05-06T21:20:54.766852,N1,high_jitter,medium,5,19,2,0.599
INC_1778098874_jitter_deg,2026-05-06T21:21:14.028380,2026-05-06T21:22:13.276684,N1,jitter_degradation,low,5,59,2,0.045
INC_1778098893_low_throug,2026-05-06T21:21:33.797864,2026-05-06T21:21:53.519769,N1,low_throughput,critical,5,19,2,0.92
INC_1778098967_low_throug,2026-05-06T21:22:47.270141,2026-05-06T21:23:27.296959,N1,low_throughput,critical,5,40,3,0.98
INC_1778099027_jitter_deg,2026-05-06T21:23:47.656857,2026-05-06T21:23:47.656857,N1,jitter_degradation,low,5,0,1,0.093
INC_1778099109_low_throug,2026-05-06T21:25:09.152203,2026-05-06T21:26:08.826888,N1,low_throughput,critical,5,59,4,0.98
INC_1778099267_low_throug,2026-05-06T21:27:47.115070,2026-05-06T21:27:47.115070,N1,low_throughput,critical,5,0,1,0.98
INC_1778099286_high_laten,2026-05-06T21:28:06.398186,2026-05-06T21:29:30.097524,N1,high_latency,critical,5,83,5,1.0
INC_1778099391_jitter_deg,2026-05-06T21:29:51.194767,2026-05-06T21:29:51.194767,N1,jitter_degradation,medium,5,0,1,0.419
INC_1778099490_congestion,2026-05-06T21:31:30.330950,2026-05-06T21:31:30.330950,N1,congestion,critical,5,0,1,0.976
INC_1778099511_latency_de,2026-05-06T21:31:51.097268,2026-05-06T21:31:51.097268,N1,latency_degradation,low,5,0,1,0.156
INC_1778099541_high_laten,2026-05-06T21:32:21.383357,2026-05-06T21:34:39.974035,N1,high_latency,critical,5,138,3,1.0
INC_1778099570_low_throug,2026-05-06T21:32:50.926422,2026-05-06T21:33:59.321428,N1,low_throughput,critical,5,68,3,0.98
INC_1778099590_jitter_deg,2026-05-06T21:33:10.920683,2026-05-06T21:33:10.920683,N1,jitter_degradation,low,5,0,1,0.349
INC_1778099720_jitter_deg,2026-05-06T21:35:20.771101,2026-05-06T21:35:20.771101,N1,jitter_degradation,low,5,0,1,0.229
INC_1778099820_low_throug,2026-05-06T21:37:00.826386,2026-05-06T21:37:39.751316,N1,low_throughput,critical,5,38,3,0.98
INC_1778099879_latency_de,2026-05-06T21:37:59.143986,2026-05-06T21:37:59.143986,N1,latency_degradation,low,5,0,1,0.102
INC_1778099939_low_throug,2026-05-06T21:38:59.358471,2026-05-06T21:40:40.703754,N1,low_throughput,critical,5,101,4,0.96
