timestamp,zone_id,cell_id,node_id,device_type,latency_ms,jitter_ms,packet_loss_pct,throughput_mbps,bandwidth_util_pct,cpu_pct,memory_pct,active_connections,queue_length,traffic_type,traffic_confidence,detection_method,is_peak_hour,day_of_week,hour_of_day,rssi_dbm,signal_quality_pct,channel,band_ghz,handover_event,handover_count,neighbor_count,channel_util_pct,connected_stations,tcp_retransmit_rate,mos_estimate,wifi_signal_category,wifi_signal_score,cellular_signal_category,cellular_signal_score,signal_health_overall,signal_dominant_link,signal_health_score,rsrp_dbm,rsrq_db,sinr_db,cqi,pci,cell_id_router,network_type_router,earfcn,enodeb_id,mcs,bler_proxy_pct,bler_delta,bler_trend,bler_severity,ho_status,ho_success_rate_pct,cssr_proxy_pct,latency_rolling_mean,latency_rolling_std,latency_trend,latency_volatility,jitter_rolling_mean,jitter_rolling_std,jitter_increasing,throughput_rolling_mean,throughput_rolling_std,throughput_volatility,anomaly_rate_recent,signal_degradation_rate,data_completeness_pct,required_metrics_pct,router_metrics_pct,data_quality_issues,skip_for_training,data_quality_rating,baseline_phase,hour_anomaly_rate,incident_recovery_time,collection_completion_pct,teams_in_meeting,data_source,anomaly_flag,anomaly_type,anomaly_score
2026-05-09T19:13:36.764005,Z2,C1,N1,workstation,3.0,2.3333333333333335,0.0,4.96,33.06666666666666,13.8,63.2,48,2.988,browsing,0.38,process,True,Saturday,19,-38,94,165,5GHz,False,0,1,20,5,0.475,4.41,excellent,95,unavailable,0,excellent,wifi,95,,,,,,,,0,,,0.47,0.0,stable,none,none,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,73.3,100.0,20.0,none,False,fair,True,0.0,-1.0,100.0,False,wifi,False,normal,0.0
2026-05-09T19:14:34.137411,Z2,C1,N1,workstation,1.0,0.0,0.0,4.71,31.4,17.2,63.7,46,1.913,browsing,0.39,process,True,Saturday,19,-39,95,165,5GHz,False,0,1,23,5,0.141,4.41,excellent,95,unavailable,0,excellent,wifi,95,,,,,,,,0,,,0.14,-0.33,stable,none,none,0.0,0.0,2.0,1.0,-2.0,2.0,1.17,1.17,0,4.83,0.12,0.25,0.0,-0.5,73.3,100.0,20.0,none,False,fair,True,0.0,-1.0,100.0,False,wifi,False,normal,0.0
2026-05-09T19:15:31.582982,Z2,C1,N1,workstation,1.5,0.6666666666666666,0.0,4.98,33.2,28.6,64.3,43,2.2439999999999998,browsing,0.39,process,True,Saturday,19,-38,93,165,5GHz,False,0,1,21,5,0.21,4.41,excellent,95,unavailable,0,excellent,wifi,95,,,,,,,,0,,,0.21,0.07,stable,none,none,0.0,0.0,1.83,0.85,-1.5,2.0,1.0,0.98,0,4.88,0.12,0.27,0.0,0.0,73.3,100.0,20.0,none,False,fair,True,0.0,-1.0,100.0,False,wifi,False,normal,0.0
2026-05-09T19:16:34.565260,Z2,C1,N1,workstation,1.75,0.6666666666666666,0.0,4.83,32.2,19.2,64.5,42,2.324,browsing,0.4,process,True,Saturday,19,-38,94,165,5GHz,False,0,1,28,5,0.313,4.41,excellent,95,unavailable,0,excellent,wifi,95,,,,,,,,0,,,0.31,0.1,decreasing,none,none,0.0,0.0,1.81,0.74,-1.25,2.0,0.92,0.86,0,4.87,0.11,0.27,0.0,0.0,73.3,100.0,20.0,none,False,fair,True,0.0,-1.0,100.0,False,wifi,False,normal,0.0
2026-05-09T19:17:32.073538,Z2,C1,N1,workstation,2.25,2.6666666666666665,0.0,4.94,32.93333333333334,11.6,64.7,40,2.607,browsing,0.4,process,True,Saturday,19,-40,95,165,5GHz,False,0,1,30,5,0.291,4.41,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,0.29,-0.02,stable,none,none,0.0,0.0,1.9,0.68,-0.75,2.0,1.27,1.04,1,4.88,0.1,0.27,0.0,-0.4,73.3,100.0,20.0,none,False,fair,True,0.0,-1.0,100.0,False,wifi,False,normal,0.0
2026-05-09T19:18:23.988101,Z2,C1,N1,workstation,5000.0,0.0,100.0,0.08,0.5333333333333333,11.3,65.1,54,2520.024,browsing,0.32,process,True,Saturday,19,-39,93,6,,False,0,23,22,2,22.985,1.0,excellent,95,unavailable,0,excellent,wifi,95,,,,,,,,0,,,22.98,22.69,increasing,critical,none,0.0,0.0,834.92,1862.68,4997.0,4999.0,1.06,1.06,0,4.08,1.79,4.9,16.7,-0.17,73.3,100.0,20.0,high_packet_loss,False,fair,True,16.7,-1.0,100.0,False,wifi,True,severe_packet_loss,1.0
2026-05-09T19:19:41.663368,Z2,C1,N1,workstation,128.0,31.333333333333332,0.0,72.45,100.0,45.7,66.8,69,85.735,browsing,0.33,process,True,Saturday,19,-42,95,6,,False,0,23,22,2,94.265,4.34,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,94.27,71.29,increasing,critical,none,0.0,0.0,733.93,1742.16,125.0,4999.0,5.38,10.64,1,13.85,23.98,72.37,28.6,-0.57,73.3,100.0,20.0,none,False,fair,True,28.6,-1.0,100.0,False,wifi,True,high_retransmission,1.0
2026-05-09T19:20:26.576969,Z2,C1,N1,workstation,387.25,233.0,0.0,45.21,100.0,33.7,68.0,51,207.188,browsing,0.33,process,True,Saturday,19,-43,95,6,,False,0,1,,,46.988,1.39,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,46.99,-47.28,increasing,critical,none,0.0,0.0,690.59,1633.67,384.25,4999.0,33.83,75.93,1,17.77,24.71,72.37,37.5,-0.62,73.3,100.0,20.0,none,False,fair,True,37.5,-1.0,100.0,False,wifi,True,congestion,1.0
2026-05-09T19:21:11.364401,Z2,C1,N1,workstation,156.0,25.333333333333332,0.0,58.71,100.0,34.0,71.3,47,95.613,browsing,0.34,process,True,Saturday,19,-42,95,6,,False,0,8,52,0,2.273,4.34,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,2.27,-44.72,increasing,medium,none,0.0,0.0,631.19,1549.37,153.0,4999.0,32.89,71.64,1,22.32,26.62,72.37,44.4,-0.44,73.3,100.0,20.0,none,False,fair,True,44.4,-1.0,100.0,False,wifi,True,latency_degradation,0.036
2026-05-09T19:21:55.751552,Z2,C1,N1,workstation,101.0,23.0,0.0,75.94,100.0,44.9,73.8,47,73.282,browsing,0.34,process,True,Saturday,19,-43,95,6,,False,0,11,52,0,0.0,4.36,good,80,unavailable,0,good,wifi,80,,,,,,,,0,,,0.0,-2.27,stable,none,none,0.0,0.0,578.17,1478.45,98.0,4999.0,31.9,68.03,1,27.68,29.94,75.86,40.0,-0.5,66.7,100.0,0.0,none,True,poor,True,40.0,-1.0,100.0,False,wifi,False,normal,0.0
