timestamp,zone_id,cell_id,node_id,device_type,latency_ms,jitter_ms,packet_loss_pct,throughput_mbps,bandwidth_util_pct,cpu_pct,memory_pct,active_connections,queue_length,traffic_type,traffic_confidence,detection_method,is_peak_hour,day_of_week,hour_of_day,rssi_dbm,signal_quality_pct,channel,band_ghz,handover_event,handover_count,neighbor_count,channel_util_pct,connected_stations,tcp_retransmit_rate,mos_estimate,rsrp_dbm,rsrq_db,sinr_db,cqi,pci,cell_id_router,network_type_router,earfcn,enodeb_id,mcs,bler_proxy_pct,ho_status,ho_success_rate_pct,cssr_proxy_pct,data_source,anomaly_flag,anomaly_type,anomaly_score,source_file,wifi_signal_category,wifi_signal_score,cellular_signal_category,cellular_signal_score,signal_health_overall,signal_dominant_link,signal_health_score,bler_delta,bler_trend,bler_severity,latency_rolling_mean,latency_rolling_std,latency_trend,latency_volatility,jitter_rolling_mean,jitter_rolling_std,jitter_increasing,throughput_rolling_mean,throughput_rolling_std,throughput_volatility,anomaly_rate_recent,signal_degradation_rate,data_completeness_pct,required_metrics_pct,router_metrics_pct,data_quality_issues,skip_for_training,data_quality_rating,baseline_phase,hour_anomaly_rate,incident_recovery_time,collection_completion_pct,teams_in_meeting,anomaly_flag_str,reconstruction_error,threshold_95,threshold_99,dl_anomaly_flag,dl_label
2026-03-25 02:32:57.194267,Z1,C1,N1,workstation,307.5,181.33333333333331,0.0,0.12,0.8,14.8,50.3,20,153.786,mixed_traffic,0.1,pattern,False,Wednesday,2,-43,76,7,,False,0,5,19.0,1.0,-1.0,2.24,-73.0,-9.0,7.0,9.0,249.0,32CEDD,4G,42890,32CE,12,0.0,none,,100.0,wifi+router,True,high_latency,0.615,qos_timeseries_choice_11_20260325.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1.9929698212792621,1.5492298563590499,21.459044538484267,True,Atypical Time Window
2026-03-25 02:34:23.645599,Z1,C1,N1,workstation,39.25,7.333333333333333,0.0,0.0,0.0,1.2,51.0,11,19.625,unknown,0.1,pattern,False,Wednesday,2,-38,88,40,5GHz,False,0,4,3.0,1.0,-1.0,4.39,-73.0,-14.0,1.0,11.0,249.0,32CEDD,4G,42890,32CE,15,0.0,none,0.0,100.0,wifi+router,True,low_throughput,1.0,qos_timeseries_choice_11_20260325.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,0.12018161961225775,1.5492298563590499,21.459044538484267,False,Typical Time Window
2026-03-25 02:35:38.100696,Z1,C1,N1,workstation,52.25,25.666666666666668,0.0,6.84,45.6,30.3,53.5,15,28.177,browsing,0.34,process,False,Wednesday,2,-39,71,40,5GHz,False,0,3,26.0,1.0,-1.0,4.37,-73.0,-14.0,10.0,10.0,249.0,32CEDD,4G,42890,32CE,8,0.0,none,0.0,100.0,wifi+router,False,normal,0.0,qos_timeseries_choice_11_20260325.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.30416187391678856,1.5492298563590499,21.459044538484267,False,Typical Time Window
2026-03-25 02:36:56.458894,Z1,C1,N1,workstation,97.66666666666669,62.0,0.0,2.57,17.13333333333333,11.6,54.0,18,49.60433333333334,browsing,0.34,process,False,Wednesday,2,-36,86,40,5GHz,False,0,1,11.0,1.0,-1.0,4.32,-73.0,-17.0,9.0,8.0,249.0,32CEDD,4G,42890,32CE,8,0.0,none,0.0,100.0,wifi+router,False,normal,0.0,qos_timeseries_choice_11_20260325.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.13105652611654167,1.5492298563590499,21.459044538484267,False,Typical Time Window
2026-03-25 02:44:33.124353,Z1,C1,N1,workstation,62.0,40.333333333333336,0.0,5.46,36.4,6.2,51.8,25,32.638,browsing,0.39,process,False,Wednesday,2,-35,87,40,5GHz,False,0,1,7.0,1.0,-1.0,4.35,-72.0,-16.0,0.0,10.0,249.0,32CEDD,4G,42890,32CE,14,0.0,success,100.0,100.0,wifi+router,False,normal,0.0,qos_timeseries_choice_11_20260325.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.03739829761524986,1.5492298563590499,21.459044538484267,False,Typical Time Window
2026-03-25 02:45:47.389186,Z1,C1,N1,workstation,213.0,97.66666666666669,0.0,3.04,20.266666666666666,10.7,53.2,25,107.412,browsing,0.35,process,False,Wednesday,2,-36,67,40,5GHz,False,0,1,20.0,1.0,-1.0,3.7,-73.0,-17.0,16.0,14.0,249.0,32CEDD,4G,42890,32CE,15,0.0,none,100.0,100.0,wifi+router,False,normal,0.0,qos_timeseries_choice_11_20260325.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.8511623682563076,1.5492298563590499,21.459044538484267,False,Typical Time Window
2026-03-25 02:47:03.413699,Z1,C1,N1,workstation,69.25,47.333333333333336,0.0,0.86,5.733333333333333,18.3,53.5,26,34.883,browsing,0.35,process,False,Wednesday,2,-34,85,40,5GHz,False,0,2,10.0,1.0,-1.0,4.34,-72.0,-16.0,17.0,14.0,249.0,32CEDD,4G,42890,32CE,16,0.0,none,100.0,100.0,wifi+router,False,normal,0.0,qos_timeseries_choice_11_20260325.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.038188524712621776,1.5492298563590499,21.459044538484267,False,Typical Time Window
2026-03-25 02:48:17.093951,Z1,C1,N1,workstation,50.5,14.666666666666666,0.0,3.78,25.2,48.5,61.9,85,26.384,browsing,0.37,process,False,Wednesday,2,-46,85,40,5GHz,False,0,1,8.0,1.0,-1.0,4.38,-73.0,-15.0,18.0,10.0,249.0,32CEDD,4G,42890,32CE,25,0.0,none,100.0,100.0,wifi+router,False,normal,0.0,qos_timeseries_choice_11_20260325.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0128518796292507,1.5492298563590499,21.459044538484267,False,Typical Time Window
2026-03-25 02:49:34.887356,Z1,C1,N1,workstation,35.75,4.666666666666667,0.0,7.05,47.0,21.5,61.8,35,19.99,browsing,0.36,process,False,Wednesday,2,-38,85,40,5GHz,False,0,1,4.0,1.0,-1.0,4.4,-73.0,-15.0,18.0,15.0,249.0,32CEDD,4G,42890,32CE,19,0.0,none,100.0,100.0,wifi+router,False,normal,0.0,qos_timeseries_choice_11_20260325.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.031901511580682766,1.5492298563590499,21.459044538484267,False,Typical Time Window
2026-03-25 02:50:50.550821,Z1,C1,N1,workstation,155.25,115.66666666666669,0.0,9.71,64.73333333333335,21.2,63.5,77,80.538,streaming,0.33,process,False,Wednesday,2,-38,69,40,5GHz,False,0,1,10.0,1.0,-1.0,3.66,-73.0,-14.0,18.0,14.0,249.0,32CEDD,4G,42890,32CE,19,0.0,none,100.0,100.0,wifi+router,False,normal,0.0,qos_timeseries_choice_11_20260325.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.05111790303619954,1.5492298563590499,21.459044538484267,False,Typical Time Window
