incident_id,start_timestamp,end_timestamp,node_id,incident_type,severity,time_to_detect_sec,duration_sec,samples,max_score
INC_1774628528_low_throug,2026-03-27T17:22:08.968812,2026-03-27T17:22:08.968812,N1,low_throughput,critical,30,0,1,0.98
INC_1774628677_low_throug,2026-03-27T17:24:37.526631,2026-03-27T17:24:37.526631,N1,low_throughput,critical,30,0,1,0.96
INC_1774628830_low_throug,2026-03-27T17:27:10.013727,2026-03-27T17:27:10.013727,N1,low_throughput,critical,30,0,1,0.96
INC_1774628981_low_throug,2026-03-27T17:29:41.643708,2026-03-27T17:29:41.643708,N1,low_throughput,critical,30,0,1,0.96
INC_1774629129_low_throug,2026-03-27T17:32:09.237034,2026-03-27T17:32:09.237034,N1,low_throughput,critical,30,0,1,0.98
INC_1774629277_low_throug,2026-03-27T17:34:37.461783,2026-03-27T17:34:37.461783,N1,low_throughput,critical,30,0,1,0.94
INC_1774629430_high_laten,2026-03-27T17:37:10.381070,2026-03-27T17:37:10.381070,N1,high_latency,high,30,0,1,0.663
INC_1774629581_jitter_deg,2026-03-27T17:39:41.923019,2026-03-27T17:39:41.923019,N1,jitter_degradation,low,30,0,1,0.203
INC_1774629967_latency_de,2026-03-27T17:46:07.627481,2026-03-27T17:46:07.627481,N1,latency_degradation,medium,30,0,1,0.599
INC_1774630038_jitter_deg,2026-03-27T17:47:18.721664,2026-03-27T17:47:18.721664,N1,jitter_degradation,low,30,0,1,0.101
INC_1774630337_high_jitte,2026-03-27T17:52:17.804726,2026-03-27T17:52:17.804726,N1,high_jitter,medium,30,0,1,0.541
INC_1774630570_jitter_deg,2026-03-27T17:56:10.740265,2026-03-27T17:56:10.740265,N1,jitter_degradation,low,30,0,1,0.147
INC_1774630944_jitter_deg,2026-03-27T18:02:24.366768,2026-03-27T18:02:24.366768,N1,jitter_degradation,low,30,0,1,0.08
INC_1774631094_high_jitte,2026-03-27T18:04:54.065981,2026-03-27T18:04:54.065981,N1,high_jitter,high,30,0,1,0.682
INC_1774631324_jitter_deg,2026-03-27T18:08:44.955769,2026-03-27T18:11:14.660702,N1,jitter_degradation,medium,30,149,3,0.485
INC_1774632582_jitter_deg,2026-03-27T18:29:42.253581,2026-03-27T18:29:42.253581,N1,jitter_degradation,low,30,0,1,0.099
INC_1774632720_latency_de,2026-03-27T18:32:00.499691,2026-03-27T18:32:00.499691,N1,latency_degradation,low,30,0,1,0.026
INC_1774632790_jitter_deg,2026-03-27T18:33:10.652832,2026-03-27T18:33:10.652832,N1,jitter_degradation,low,30,0,1,0.248
INC_1774632930_jitter_deg,2026-03-27T18:35:30.453519,2026-03-27T18:35:30.453519,N1,jitter_degradation,low,30,0,1,0.251
INC_1774633153_jitter_deg,2026-03-27T18:39:13.041055,2026-03-27T18:39:13.041055,N1,jitter_degradation,low,30,0,1,0.4
INC_1774635621_latency_de,2026-03-27T19:20:21.142214,2026-03-27T19:21:06.377791,N1,latency_degradation,medium,30,45,2,0.433
INC_1774637498_jitter_deg,2026-03-27T19:51:38.249977,2026-03-27T19:51:38.249977,N1,jitter_degradation,low,30,0,1,0.243
INC_1774637568_high_retra,2026-03-27T19:52:48.378858,2026-03-27T19:52:48.378858,N1,high_retransmission,medium,30,0,1,0.402
INC_1774638219_jitter_deg,2026-03-27T20:03:39.705575,2026-03-27T20:03:39.705575,N1,jitter_degradation,low,30,0,1,0.077
INC_1774638289_high_jitte,2026-03-27T20:04:49.749320,2026-03-27T20:04:49.749320,N1,high_jitter,high,30,0,1,0.643
INC_1774638429_high_laten,2026-03-27T20:07:09.402995,2026-03-27T20:07:09.402995,N1,high_latency,medium,30,0,1,0.521
INC_1774638511_latency_de,2026-03-27T20:08:31.306472,2026-03-27T20:08:31.306472,N1,latency_degradation,medium,30,0,1,0.462
INC_1774638730_jitter_deg,2026-03-27T20:12:10.325233,2026-03-27T20:12:10.325233,N1,jitter_degradation,low,30,0,1,0.109
INC_1774638868_latency_de,2026-03-27T20:14:28.418886,2026-03-27T20:20:20.104673,N1,latency_degradation,medium,30,351,6,0.505
INC_1774639360_latency_de,2026-03-27T20:22:40.425885,2026-03-27T20:22:40.425885,N1,latency_degradation,low,30,0,1,0.093
INC_1774639780_jitter_deg,2026-03-27T20:29:40.343251,2026-03-27T20:29:40.343251,N1,jitter_degradation,low,30,0,1,0.019
INC_1774639850_latency_de,2026-03-27T20:30:50.033798,2026-03-27T20:30:50.033798,N1,latency_degradation,low,30,0,1,0.106
INC_1774640410_low_throug,2026-03-27T20:40:10.633194,2026-03-27T20:40:10.633194,N1,low_throughput,high,30,0,1,0.78
INC_1774640560_low_throug,2026-03-27T20:42:40.648859,2026-03-27T20:42:40.648859,N1,low_throughput,critical,30,0,1,0.88
INC_1774640713_low_throug,2026-03-27T20:45:13.958300,2026-03-27T20:45:13.958300,N1,low_throughput,critical,30,0,1,0.96
INC_1774640862_low_throug,2026-03-27T20:47:42.462959,2026-03-27T20:47:42.462959,N1,low_throughput,critical,30,0,1,0.92
INC_1774641014_low_throug,2026-03-27T20:50:14.324014,2026-03-27T20:50:14.324014,N1,low_throughput,critical,30,0,1,0.9
INC_1774641166_low_throug,2026-03-27T20:52:46.059483,2026-03-27T20:52:46.059483,N1,low_throughput,critical,30,0,1,0.84
INC_1774641316_low_throug,2026-03-27T20:55:16.573901,2026-03-27T20:57:49.200544,N1,low_throughput,critical,30,152,2,0.82
INC_1774641397_latency_de,2026-03-27T20:56:37.753652,2026-03-27T20:56:37.753652,N1,latency_degradation,medium,30,0,1,0.443
INC_1774641923_low_throug,2026-03-27T21:05:23.093432,2026-03-27T21:05:23.093432,N1,low_throughput,critical,30,0,1,0.84
INC_1774642073_low_throug,2026-03-27T21:07:53.518208,2026-03-27T21:07:53.518208,N1,low_throughput,critical,30,0,1,0.98
INC_1774642226_low_throug,2026-03-27T21:10:26.137704,2026-03-27T21:10:26.137704,N1,low_throughput,critical,30,0,1,0.88
INC_1774642376_low_throug,2026-03-27T21:12:56.778198,2026-03-27T21:12:56.778198,N1,low_throughput,critical,30,0,1,0.84
INC_1774642528_low_throug,2026-03-27T21:15:28.257620,2026-03-27T21:15:28.257620,N1,low_throughput,critical,30,0,1,0.86
INC_1774642678_low_throug,2026-03-27T21:17:58.660438,2026-03-27T21:17:58.660438,N1,low_throughput,critical,30,0,1,0.86
INC_1774642829_low_throug,2026-03-27T21:20:29.217724,2026-03-27T21:20:29.217724,N1,low_throughput,critical,30,0,1,0.86
INC_1774643127_low_throug,2026-03-27T21:25:27.393757,2026-03-27T21:25:27.393757,N1,low_throughput,critical,30,0,1,0.88
INC_1774643278_low_throug,2026-03-27T21:27:58.954643,2026-03-27T21:27:58.954643,N1,low_throughput,critical,30,0,1,0.9
INC_1774643431_low_throug,2026-03-27T21:30:31.277739,2026-03-27T21:30:31.277739,N1,low_throughput,critical,30,0,1,0.86
INC_1774643581_low_throug,2026-03-27T21:33:01.213676,2026-03-27T21:33:01.213676,N1,low_throughput,critical,30,0,1,0.88
INC_1774643731_low_throug,2026-03-27T21:35:31.135998,2026-03-27T21:38:01.515874,N1,low_throughput,critical,30,150,2,0.96
INC_1774643811_latency_de,2026-03-27T21:36:51.977521,2026-03-27T21:36:51.977521,N1,latency_degradation,low,30,0,1,0.385
INC_1774644032_low_throug,2026-03-27T21:40:32.057697,2026-03-27T21:40:32.057697,N1,low_throughput,critical,30,0,1,0.96
INC_1774644183_low_throug,2026-03-27T21:43:03.298066,2026-03-27T21:43:03.298066,N1,low_throughput,critical,30,0,1,0.98
INC_1774644262_high_retra,2026-03-27T21:44:22.451939,2026-03-27T21:44:22.451939,N1,high_retransmission,medium,30,0,1,0.422
INC_1774645090_high_retra,2026-03-27T21:58:10.980302,2026-03-27T21:58:10.980302,N1,high_retransmission,medium,30,0,1,0.417
INC_1774645229_high_retra,2026-03-27T22:00:29.529790,2026-03-27T22:00:29.529790,N1,high_retransmission,low,30,0,1,0.347
INC_1774645643_jitter_deg,2026-03-27T22:07:23.745116,2026-03-27T22:07:23.745116,N1,jitter_degradation,medium,30,0,1,0.448
INC_1774645850_low_throug,2026-03-27T22:10:50.163215,2026-03-27T22:10:50.163215,N1,low_throughput,critical,30,0,1,0.84
INC_1774646000_low_throug,2026-03-27T22:13:20.042235,2026-03-27T22:15:51.771433,N1,low_throughput,critical,30,151,2,0.92
INC_1774646082_latency_de,2026-03-27T22:14:42.843133,2026-03-27T22:14:42.843133,N1,latency_degradation,low,30,0,1,0.165
INC_1774646302_low_throug,2026-03-27T22:18:22.754415,2026-03-27T22:20:54.816370,N1,low_throughput,critical,30,152,2,0.94
INC_1774646385_high_retra,2026-03-27T22:19:45.259307,2026-03-27T22:19:45.259307,N1,high_retransmission,low,30,0,1,0.357
INC_1774646534_latency_de,2026-03-27T22:22:14.204997,2026-03-27T22:22:14.204997,N1,latency_degradation,medium,30,0,1,0.544
INC_1774647158_low_throug,2026-03-27T22:32:38.680559,2026-03-27T22:32:38.680559,N1,low_throughput,critical,30,0,1,0.96
INC_1774647242_high_laten,2026-03-27T22:34:02.050428,2026-03-27T22:34:02.050428,N1,high_latency,medium,30,0,1,0.511
INC_1774647312_jitter_deg,2026-03-27T22:35:12.329595,2026-03-27T22:37:44.710148,N1,jitter_degradation,low,30,152,2,0.349
INC_1774647394_latency_de,2026-03-27T22:36:34.486545,2026-03-27T22:36:34.486545,N1,latency_degradation,low,30,0,1,0.15
INC_1774647621_jitter_deg,2026-03-27T22:40:21.044859,2026-03-27T22:40:21.044859,N1,jitter_degradation,low,30,0,1,0.224
INC_1774647769_latency_de,2026-03-27T22:42:49.968418,2026-03-27T22:42:49.968418,N1,latency_degradation,low,30,0,1,0.237
INC_1774647841_high_laten,2026-03-27T22:44:01.372238,2026-03-27T22:45:11.766728,N1,high_latency,critical,30,70,2,0.933
INC_1774648241_latency_de,2026-03-27T22:50:41.939758,2026-03-27T22:50:41.939758,N1,latency_degradation,low,30,0,1,0.355
INC_1774648390_jitter_deg,2026-03-27T22:53:10.201369,2026-03-27T22:53:10.201369,N1,jitter_degradation,low,30,0,1,0.347
INC_1774648776_high_laten,2026-03-27T22:59:36.840533,2026-03-27T22:59:36.840533,N1,high_latency,critical,30,0,1,1.0
INC_1774648916_high_jitte,2026-03-27T23:01:56.821828,2026-03-27T23:01:56.821828,N1,high_jitter,high,30,0,1,0.63
INC_1774649195_latency_de,2026-03-27T23:06:35.904164,2026-03-27T23:06:35.904164,N1,latency_degradation,low,30,0,1,0.006
INC_1774649345_high_jitte,2026-03-27T23:09:05.754906,2026-03-27T23:09:05.754906,N1,high_jitter,medium,30,0,1,0.548
INC_1774649414_high_retra,2026-03-27T23:10:14.994128,2026-03-27T23:10:14.994128,N1,high_retransmission,low,30,0,1,0.383
INC_1774650174_latency_de,2026-03-27T23:22:54.064448,2026-03-27T23:22:54.064448,N1,latency_degradation,low,30,0,1,0.057
