timestamp,zone_id,cell_id,node_id,device_type,latency_ms,jitter_ms,packet_loss_pct,throughput_mbps,bandwidth_util_pct,cpu_pct,memory_pct,active_connections,queue_length,traffic_type,traffic_confidence,detection_method,is_peak_hour,day_of_week,hour_of_day,rssi_dbm,signal_quality_pct,channel,band_ghz,handover_event,handover_count,neighbor_count,channel_util_pct,connected_stations,tcp_retransmit_rate,mos_estimate,wifi_signal_category,wifi_signal_score,cellular_signal_category,cellular_signal_score,signal_health_overall,signal_dominant_link,signal_health_score,rsrp_dbm,rsrq_db,sinr_db,cqi,pci,cell_id_router,network_type_router,earfcn,enodeb_id,mcs,bler_proxy_pct,bler_delta,bler_trend,bler_severity,ho_status,ho_success_rate_pct,cssr_proxy_pct,latency_rolling_mean,latency_rolling_std,latency_trend,latency_volatility,jitter_rolling_mean,jitter_rolling_std,jitter_increasing,throughput_rolling_mean,throughput_rolling_std,throughput_volatility,anomaly_rate_recent,signal_degradation_rate,data_completeness_pct,required_metrics_pct,router_metrics_pct,data_quality_issues,skip_for_training,data_quality_rating,baseline_phase,hour_anomaly_rate,incident_recovery_time,collection_completion_pct,data_source,anomaly_flag,anomaly_type,anomaly_score
2026-03-28T00:19:21.436173,Z1,C1,N1,workstation,42.75,4.666666666666667,0.0,0.02,0.1333333333333333,5.4,62.1,50,21.381,streaming,0.36,process,False,Saturday,0,-41,85,40,5GHz,False,0,1,2.0,1.0,0.995,4.39,good,80,excellent,95,excellent,cellular,95,-71.0,-10.0,7.0,12.0,249.0,32CEDD,4G,42890,32CE,0,0.99,0.0,stable,low,none,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,none,False,excellent,True,100.0,-1.0,100.0,wifi+router,True,low_throughput,0.96
2026-03-28T00:20:40.826748,Z1,C1,N1,workstation,47.75,7.0,0.0,3.7525120359523294,25.016746906348867,2.7,61.9,42,25.0007536107857,streaming,0.36,process,False,Saturday,0,-39,83,40,5GHz,False,0,1,1.0,1.0,2.907,4.39,excellent,95,excellent,95,excellent,wifi,95,-72.0,-13.0,19.0,11.0,249.0,32CEDD,4G,42890,32CE,19,2.91,1.92,stable,medium,none,0.0,100.0,45.25,2.5,5.0,5.0,5.83,1.17,1,1.89,1.87,3.73,50.0,1.0,100.0,100.0,100.0,none,False,excellent,True,50.0,-1.0,100.0,wifi+router,False,normal,0.0
2026-03-28T00:21:49.960126,Z1,C1,N1,workstation,38.75,9.0,0.0,3.7525120359523294,25.016746906348867,7.5,61.5,41,20.5007536107857,streaming,0.36,process,False,Saturday,0,-44,85,40,5GHz,False,0,1,1.0,1.0,0.244,4.39,good,80,excellent,95,excellent,cellular,95,-72.0,-7.0,15.0,15.0,249.0,32CEDD,4G,42890,32CE,18,0.24,-2.67,stable,none,none,0.0,100.0,43.08,3.68,-4.0,9.0,6.89,1.77,1,2.51,1.76,3.73,33.3,-1.0,100.0,100.0,100.0,none,False,excellent,True,33.3,-1.0,100.0,wifi+router,False,normal,0.0
2026-03-28T00:22:59.146425,Z1,C1,N1,workstation,42.75,6.0,0.0,3.8057362697080657,25.371575131387104,20.0,63.7,37,22.51672088091242,streaming,0.37,process,False,Saturday,0,-35,83,40,5GHz,False,0,1,2.0,1.0,8.554,4.39,excellent,95,excellent,95,excellent,wifi,95,-72.0,-16.0,17.0,14.0,249.0,32CEDD,4G,42890,32CE,15,8.55,8.31,increasing,high,none,0.0,100.0,43.0,3.19,0.0,9.0,6.67,1.58,1,2.83,1.62,3.79,50.0,1.5,100.0,100.0,100.0,none,False,excellent,True,50.0,-1.0,100.0,wifi+router,True,high_retransmission,0.4277
2026-03-28T00:24:33.038473,Z1,C1,N1,workstation,38.75,4.0,0.0,0.01,0.0666666666666666,24.2,59.5,35,19.378,streaming,0.38,process,False,Saturday,0,-35,86,40,5GHz,False,0,1,1.0,1.0,0.24,4.4,excellent,95,excellent,95,excellent,wifi,95,-72.0,-17.0,16.0,13.0,249.0,32CEDD,4G,42890,32CE,18,0.24,-8.31,increasing,none,none,0.0,100.0,42.15,3.32,-4.0,9.0,6.13,1.77,0,2.27,1.84,3.8,60.0,1.2,100.0,100.0,100.0,none,False,excellent,True,60.0,-1.0,100.0,wifi+router,True,low_throughput,0.98
2026-03-28T00:25:37.261023,Z1,C1,N1,workstation,43.5,11.333333333333334,0.0,3.97931881100909,26.528792073393937,18.2,59.6,36,22.943795643302728,streaming,0.37,process,False,Saturday,0,-35,84,40,5GHz,False,0,1,1.0,1.0,4.134,4.39,excellent,95,excellent,95,excellent,wifi,95,-71.0,-16.0,19.0,15.0,249.0,32CEDD,4G,42890,32CE,19,4.13,3.89,increasing,medium,none,0.0,100.0,42.38,3.07,0.75,9.0,7.0,2.52,1,2.55,1.8,3.97,50.0,1.0,100.0,100.0,100.0,none,False,excellent,True,50.0,-1.0,100.0,wifi+router,False,normal,0.0
2026-03-28T00:26:31.546081,Z1,C1,N1,workstation,39.75,7.333333333333333,0.0,4.046456536259702,26.97637690839801,28.7,59.5,35,21.08893696087791,streaming,0.38,process,False,Saturday,0,-43,83,40,5GHz,False,0,1,1.0,1.0,1.893,4.39,good,80,excellent,95,excellent,cellular,95,-73.0,-9.0,14.0,14.0,249.0,32CED3,4G,42690,32CE,12,1.89,-2.24,decreasing,low,none,0.0,100.0,42.0,2.99,-3.0,9.0,7.05,2.34,1,2.77,1.74,4.04,42.9,-0.29,100.0,100.0,100.0,none,False,excellent,True,42.9,-1.0,100.0,wifi+router,False,normal,0.0
2026-03-28T00:27:25.728335,Z1,C1,N1,workstation,35.25,5.666666666666667,0.0,3.260863915363852,21.73909276909235,4.3,59.2,38,18.60325917460916,streaming,0.37,process,False,Saturday,0,-41,83,40,5GHz,False,0,2,2.0,1.0,1.789,4.4,good,80,excellent,95,excellent,cellular,95,-73.0,-11.0,18.0,11.0,249.0,32CED3,4G,42690,32CE,19,1.79,-0.1,stable,low,none,0.0,100.0,41.16,3.58,-7.5,12.5,6.88,2.24,1,2.83,1.64,4.04,37.5,0.0,100.0,100.0,100.0,none,False,excellent,True,37.5,-1.0,100.0,wifi+router,False,normal,0.0
2026-03-28T00:28:19.642371,Z1,C1,N1,workstation,41.0,8.666666666666666,0.0,3.1676895919409267,21.11793061293951,3.1,59.2,38,21.45030687758228,streaming,0.37,process,False,Saturday,0,-42,83,40,5GHz,False,0,2,1.0,1.0,0.24,4.39,good,80,excellent,95,excellent,cellular,95,-73.0,-11.0,17.0,15.0,249.0,32CED3,4G,42690,32CE,22,0.24,-1.55,decreasing,none,none,0.0,100.0,41.14,3.37,-1.75,12.5,7.07,2.18,1,2.87,1.55,4.04,33.3,-0.11,100.0,100.0,100.0,none,False,excellent,True,33.3,-1.0,100.0,wifi+router,False,normal,0.0
2026-03-28T00:29:13.617588,Z1,C1,N1,workstation,41.5,4.333333333333333,0.0,3.482939729387356,23.219598195915705,17.4,58.9,34,21.79488191881621,streaming,0.38,process,False,Saturday,0,-43,84,40,5GHz,False,0,1,1.0,1.0,12.979,4.4,good,80,excellent,95,excellent,cellular,95,-73.0,-9.0,18.0,13.0,249.0,32CED3,4G,42690,32CE,13,12.98,12.74,increasing,critical,none,0.0,100.0,41.17,3.2,-1.25,12.5,6.8,2.23,0,2.93,1.48,4.04,40.0,-0.2,100.0,100.0,100.0,none,False,excellent,True,40.0,-1.0,100.0,wifi+router,True,high_retransmission,0.6489499999999999
