incident_id,start_timestamp,end_timestamp,node_id,incident_type,severity,time_to_detect_sec,duration_sec,samples,max_score
INC_1774867138_low_throug,2026-03-30T11:38:58.160148,2026-03-30T11:38:58.160148,N1,low_throughput,critical,30,0,1,0.9
INC_1774867318_high_retra,2026-03-30T11:41:58.605035,2026-03-30T11:41:58.605035,N1,high_retransmission,low,30,0,1,0.275
INC_1774867822_high_laten,2026-03-30T11:50:22.042819,2026-03-30T11:50:22.042819,N1,high_latency,critical,30,0,1,0.945
INC_1774868438_high_laten,2026-03-30T12:00:38.407405,2026-03-30T12:00:38.407405,N1,high_latency,high,30,0,1,0.735
INC_1774868567_high_retra,2026-03-30T12:02:47.292326,2026-03-30T12:02:47.292326,N1,high_retransmission,low,30,0,1,0.389
INC_1774868702_high_jitte,2026-03-30T12:05:02.765023,2026-03-30T12:05:02.765023,N1,high_jitter,medium,30,0,1,0.559
INC_1774869808_high_retra,2026-03-30T12:23:28.854873,2026-03-30T12:23:28.854873,N1,high_retransmission,medium,30,0,1,0.467
INC_1774870038_high_laten,2026-03-30T12:27:18.408000,2026-03-30T12:27:18.408000,N1,high_latency,medium,30,0,1,0.518
INC_1774870410_high_retra,2026-03-30T12:33:30.778512,2026-03-30T12:33:30.778512,N1,high_retransmission,low,30,0,1,0.375
INC_1774870612_high_laten,2026-03-30T12:36:52.822550,2026-03-30T12:36:52.822550,N1,high_latency,critical,30,0,1,0.817
INC_1774871666_high_retra,2026-03-30T12:54:26.458438,2026-03-30T12:54:26.458438,N1,high_retransmission,low,30,0,1,0.263
INC_1774871767_high_laten,2026-03-30T12:56:07.136120,2026-03-30T12:56:07.136120,N1,high_latency,high,30,0,1,0.666
INC_1774872273_latency_de,2026-03-30T13:04:33.890004,2026-03-30T13:04:33.890004,N1,latency_degradation,low,30,0,1,0.052
INC_1774872542_high_retra,2026-03-30T13:09:02.443910,2026-03-30T13:09:02.443910,N1,high_retransmission,medium,30,0,1,0.468
INC_1774872643_high_retra,2026-03-30T13:10:43.019008,2026-03-30T13:10:43.019008,N1,high_retransmission,low,30,0,1,0.277
INC_1774873246_high_retra,2026-03-30T13:20:46.976230,2026-03-30T13:20:46.976230,N1,high_retransmission,medium,30,0,1,0.499
INC_1774874556_high_laten,2026-03-30T13:42:36.731474,2026-03-30T13:42:36.731474,N1,high_latency,critical,30,0,1,0.826
INC_1774874904_high_laten,2026-03-30T13:48:24.517414,2026-03-30T13:48:24.517414,N1,high_latency,high,30,0,1,0.679
INC_1774875378_high_retra,2026-03-30T13:56:18.732982,2026-03-30T13:56:18.732982,N1,high_retransmission,low,30,0,1,0.324
INC_1774876609_high_retra,2026-03-30T14:16:49.119199,2026-03-30T14:16:49.119199,N1,high_retransmission,low,30,0,1,0.297
INC_1774876815_high_retra,2026-03-30T14:20:15.245867,2026-03-30T14:20:15.245867,N1,high_retransmission,medium,30,0,1,0.591
INC_1774877015_high_laten,2026-03-30T14:23:35.950065,2026-03-30T14:23:35.950065,N1,high_latency,critical,30,0,1,1.0
INC_1774877635_high_retra,2026-03-30T14:33:55.375238,2026-03-30T14:33:55.375238,N1,high_retransmission,critical,30,0,1,0.824
INC_1774877736_high_retra,2026-03-30T14:35:36.219724,2026-03-30T14:35:36.219724,N1,high_retransmission,medium,30,0,1,0.513
INC_1774878478_high_retra,2026-03-30T14:47:58.145558,2026-03-30T14:47:58.145558,N1,high_retransmission,low,30,0,1,0.27
INC_1774878849_high_retra,2026-03-30T14:54:09.629132,2026-03-30T14:54:09.629132,N1,high_retransmission,medium,30,0,1,0.514
INC_1774879656_high_retra,2026-03-30T15:07:36.479009,2026-03-30T15:07:36.479009,N1,high_retransmission,critical,30,0,1,1.0
INC_1774880162_high_retra,2026-03-30T15:16:02.487583,2026-03-30T15:16:02.487583,N1,high_retransmission,low,30,0,1,0.262
INC_1774880264_high_retra,2026-03-30T15:17:44.183104,2026-03-30T15:17:44.183104,N1,high_retransmission,medium,30,0,1,0.475
INC_1774880661_high_laten,2026-03-30T15:24:21.794371,2026-03-30T15:24:21.794371,N1,high_latency,high,30,0,1,0.68
