timestamp,zone_id,cell_id,node_id,device_type,latency_ms,jitter_ms,packet_loss_pct,throughput_mbps,bandwidth_util_pct,cpu_pct,memory_pct,active_connections,queue_length,traffic_type,traffic_confidence,detection_method,is_peak_hour,day_of_week,hour_of_day,rssi_dbm,signal_quality_pct,channel,band_ghz,handover_event,handover_count,neighbor_count,channel_util_pct,connected_stations,tcp_retransmit_rate,mos_estimate,wifi_signal_category,wifi_signal_score,cellular_signal_category,cellular_signal_score,signal_health_overall,signal_dominant_link,signal_health_score,rsrp_dbm,rsrq_db,sinr_db,cqi,pci,cell_id_router,network_type_router,earfcn,enodeb_id,mcs,bler_proxy_pct,bler_delta,bler_trend,bler_severity,ho_status,ho_success_rate_pct,cssr_proxy_pct,latency_rolling_mean,latency_rolling_std,latency_trend,latency_volatility,jitter_rolling_mean,jitter_rolling_std,jitter_increasing,throughput_rolling_mean,throughput_rolling_std,throughput_volatility,anomaly_rate_recent,signal_degradation_rate,data_completeness_pct,required_metrics_pct,router_metrics_pct,data_quality_issues,skip_for_training,data_quality_rating,baseline_phase,hour_anomaly_rate,incident_recovery_time,collection_completion_pct,teams_in_meeting,data_source,anomaly_flag,anomaly_type,anomaly_score
2026-04-05T03:05:17.259433,Z2,C1,N1,workstation,42.0,12.0,0.0,0.0,0.0,1.6,44.8,22,21.0,gaming,0.35,process,False,Sunday,3,-99,80,52,5GHz,False,0,1,9,3,1.703,4.39,very_poor,10,poor,40,poor,cellular,40,-109,-12,15.0,12,361,b20301,5G,647332,b203,26,1.7,0.0,stable,low,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,none,False,excellent,True,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.7
2026-04-05T03:06:02.575901,Z2,C1,N1,workstation,39.25,15.666666666666666,0.0,0.0,0.0,3.9,45.1,25,19.625,gaming,0.34,process,False,Sunday,3,-99,80,52,5GHz,False,0,5,6,1,0.0,4.38,very_poor,10,poor,40,poor,cellular,40,-109,-12,15.0,7,361,b20301,5G,647332,b203,26,0.0,-1.7,stable,none,none,0.0,0.0,40.62,1.38,-2.75,2.75,13.83,1.83,1,0.0,0.0,0.0,100.0,0.0,93.3,100.0,80.0,none,False,excellent,True,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.7
2026-04-05T03:06:47.803929,Z2,C1,N1,workstation,39.5,9.666666666666666,0.0,0.06,0.4,2.3,45.3,27,19.768,congestion,1.0,explicit_scenario,False,Sunday,3,-99,78,52,5GHz,False,0,5,6,1,1.781,4.39,very_poor,10,poor,40,poor,cellular,40,-110,-12,14.0,9,361,b20301,5G,647332,b203,18,1.78,1.78,stable,low,none,0.0,0.0,40.25,1.24,-2.5,2.75,12.44,2.47,0,0.06,0.0,0.0,100.0,0.0,100.0,100.0,100.0,none,False,excellent,True,100.0,-1.0,100.0,False,wifi+router,True,low_throughput,0.88
2026-04-05T03:07:37.773996,Z2,C1,N1,workstation,1325.0,763.6666666666666,0.0,7.189518824286983,47.93012549524656,0.8,45.2,28,664.6568556472861,congestion,1.0,explicit_scenario,False,Sunday,3,-99,67,52,5GHz,False,0,5,6,1,0.326,1.0,very_poor,10,poor,40,poor,cellular,40,-109,-12,15.0,9,361,b20301,5G,647332,b203,26,0.33,-1.45,decreasing,none,none,0.0,100.0,361.44,556.31,1283.0,1285.75,200.25,325.3,1,3.62,3.56,7.13,100.0,0.0,100.0,100.0,100.0,none,False,excellent,True,100.0,-1.0,100.0,False,wifi+router,True,high_latency,1.0
2026-04-05T03:08:20.625078,Z2,C1,N1,workstation,766.25,40.66666666666666,0.0,7.75054440952019,51.67029606346794,7.0,45.1,27,385.450163322856,normal,1.0,explicit_scenario,False,Sunday,3,-99,62,52,5GHz,False,0,1,12,3,0.641,2.6,very_poor,10,poor,40,poor,cellular,40,-109,-12,15.0,9,361,b20301,5G,647332,b203,17,0.64,0.31,stable,low,none,0.0,0.0,442.4,523.27,724.25,1285.75,168.33,297.87,1,5.0,3.5,7.69,100.0,0.0,100.0,100.0,100.0,none,False,excellent,True,100.0,-1.0,100.0,False,wifi+router,True,high_latency,1.0
2026-04-05T03:08:56.560802,Z2,C1,N1,workstation,34.75,8.666666666666666,0.0,8.773813384381585,58.49208922921056,3.2,45.1,25,20.00714401531448,normal,1.0,explicit_scenario,False,Sunday,3,-97,60,52,5GHz,False,0,1,3,3,0.387,4.39,very_poor,10,poor,40,poor,cellular,40,-109,-12,15.0,11,361,b20301,5G,647332,b203,26,0.39,-0.25,decreasing,none,none,0.0,0.0,374.46,501.25,-7.25,1290.25,141.72,278.35,0,5.94,3.44,8.71,100.0,0.33,100.0,100.0,100.0,none,False,excellent,True,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.6
2026-04-05T03:09:31.754323,Z2,C1,N1,workstation,2.0,2.6666666666666665,0.0,8.83275952736519,58.885063515767946,0.8,45.2,25,3.649827858209557,packet_loss,1.0,explicit_scenario,False,Sunday,3,-99,78,52,5GHz,False,0,1,22,3,0.239,4.41,very_poor,10,poor,40,poor,cellular,40,-109,-12,15.0,9,361,b20301,5G,647332,b203,25,0.24,-0.15,decreasing,none,none,0.0,0.0,321.25,482.02,-40.0,1323.0,121.86,262.26,0,6.52,3.29,8.77,100.0,0.0,100.0,100.0,100.0,none,False,excellent,True,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.7
2026-04-05T03:10:19.789375,Z2,C1,N1,workstation,39.75,4.0,69.9969628054788,8.83275952736519,58.885063515767946,2.7,45.4,30,36.52422041930532,packet_loss,1.0,explicit_scenario,False,Sunday,3,-99,78,52,5GHz,False,0,1,1,2,3.704,3.42,very_poor,10,poor,40,poor,cellular,40,-109,-12,15.0,11,361,b20301,5G,647332,b203,26,3.7,3.46,increasing,medium,none,0.0,0.0,286.06,460.4,-2.25,1323.0,107.12,248.4,0,6.91,3.12,8.77,100.0,0.0,100.0,100.0,100.0,high_packet_loss,False,excellent,True,100.0,-1.0,100.0,False,wifi+router,True,severe_packet_loss,0.699969628054788
2026-04-05T03:10:59.511042,Z2,C1,N1,workstation,1.25,0.3333333333333333,0.0,4.583683531618006,30.55789021078671,3.1,45.4,28,2.000105059485402,normal,1.0,explicit_scenario,False,Sunday,3,-99,78,52,5GHz,False,0,6,7,0,12.643,4.41,very_poor,10,poor,40,poor,cellular,40,-109,-12,15.0,9,361,b20301,5G,647332,b203,18,12.64,8.94,increasing,critical,none,0.0,100.0,254.42,443.2,-40.75,1323.75,95.26,236.59,0,6.57,3.0,8.77,100.0,0.0,100.0,100.0,100.0,none,False,excellent,True,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.7
2026-04-05T03:11:47.605274,Z2,C1,N1,workstation,1.0,0.0,0.0,4.583683531618006,30.55789021078671,6.2,45.3,23,1.8751050594854013,normal,1.0,explicit_scenario,False,Sunday,3,-101,78,52,5GHz,False,0,6,7,0,2.284,4.41,very_poor,10,poor,40,poor,cellular,40,-112,-12,14.0,9,361,b20301,5G,647332,b203,26,2.28,-10.36,increasing,medium,none,0.0,0.0,229.07,427.28,-41.0,1324.0,85.73,226.26,0,6.33,2.89,8.77,100.0,-0.2,100.0,100.0,100.0,none,False,excellent,True,100.0,-1.0,100.0,False,wifi+router,True,weak_signal,0.8
