timestamp,zone_id,cell_id,node_id,device_type,latency_ms,jitter_ms,packet_loss_pct,throughput_mbps,bandwidth_util_pct,cpu_pct,memory_pct,active_connections,queue_length,traffic_type,traffic_confidence,detection_method,is_peak_hour,day_of_week,hour_of_day,rssi_dbm,signal_quality_pct,channel,band_ghz,handover_event,handover_count,neighbor_count,channel_util_pct,connected_stations,tcp_retransmit_rate,mos_estimate,rsrp_dbm,rsrq_db,sinr_db,cqi,pci,cell_id_router,network_type_router,earfcn,enodeb_id,mcs,bler_proxy_pct,ho_status,ho_success_rate_pct,cssr_proxy_pct,data_source,anomaly_flag,anomaly_type,anomaly_score
2026-03-25T02:32:57.194267,Z1,C1,N1,workstation,307.5,181.33333333333334,0.0,0.12,0.8,14.8,50.3,20,153.786,mixed_traffic,0.1,pattern,False,Wednesday,2,-43,76,7,,False,0,5,19,1,-1.0,2.24,-73,-9,7.0,9,249,32CEDD,4G,42890,32CE,12,0.0,none,,100.0,wifi+router,True,high_latency,0.615
2026-03-25T02:34:23.645599,Z1,C1,N1,workstation,39.25,7.333333333333333,0.0,0.0,0.0,1.2,51.0,11,19.625,unknown,0.1,pattern,False,Wednesday,2,-38,88,40,5GHz,False,0,4,3,1,-1.0,4.39,-73,-14,1.0,11,249,32CEDD,4G,42890,32CE,15,0.0,none,0.0,100.0,wifi+router,True,low_throughput,1.0
2026-03-25T02:35:38.100696,Z1,C1,N1,workstation,52.25,25.666666666666668,0.0,6.84,45.6,30.3,53.5,15,28.177,browsing,0.34,process,False,Wednesday,2,-39,71,40,5GHz,False,0,3,26,1,-1.0,4.37,-73,-14,10.0,10,249,32CEDD,4G,42890,32CE,8,0.0,none,0.0,100.0,wifi+router,False,normal,0.0
2026-03-25T02:36:56.458894,Z1,C1,N1,workstation,97.66666666666667,62.0,0.0,2.57,17.13333333333333,11.6,54.0,18,49.60433333333334,browsing,0.34,process,False,Wednesday,2,-36,86,40,5GHz,False,0,1,11,1,-1.0,4.32,-73,-17,9.0,8,249,32CEDD,4G,42890,32CE,8,0.0,none,0.0,100.0,wifi+router,False,normal,0.0
2026-03-25T02:38:15.397363,Z1,C1,N1,workstation,41.0,6.0,0.0,0.66,4.4,9.2,53.7,13,20.698,browsing,0.31,process,False,Wednesday,2,-53,87,40,5GHz,False,0,2,4,1,-1.0,4.39,,,,,,,,0,0,0,0.0,success,100.0,100.0,wifi,False,normal,0.0
2026-03-25T02:44:33.124353,Z1,C1,N1,workstation,62.0,40.333333333333336,0.0,5.46,36.4,6.2,51.8,25,32.638,browsing,0.39,process,False,Wednesday,2,-35,87,40,5GHz,False,0,1,7,1,-1.0,4.35,-72,-16,0.0,10,249,32CEDD,4G,42890,32CE,14,0.0,success,100.0,100.0,wifi+router,False,normal,0.0
2026-03-25T02:45:47.389186,Z1,C1,N1,workstation,213.0,97.66666666666667,0.0,3.04,20.266666666666666,10.7,53.2,25,107.412,browsing,0.35,process,False,Wednesday,2,-36,67,40,5GHz,False,0,1,20,1,-1.0,3.7,-73,-17,16.0,14,249,32CEDD,4G,42890,32CE,15,0.0,none,100.0,100.0,wifi+router,False,normal,0.0
2026-03-25T02:47:03.413699,Z1,C1,N1,workstation,69.25,47.333333333333336,0.0,0.86,5.733333333333333,18.3,53.5,26,34.883,browsing,0.35,process,False,Wednesday,2,-34,85,40,5GHz,False,0,2,10,1,-1.0,4.34,-72,-16,17.0,14,249,32CEDD,4G,42890,32CE,16,0.0,none,100.0,100.0,wifi+router,False,normal,0.0
2026-03-25T02:48:17.093951,Z1,C1,N1,workstation,50.5,14.666666666666666,0.0,3.78,25.2,48.5,61.9,85,26.384,browsing,0.37,process,False,Wednesday,2,-46,85,40,5GHz,False,0,1,8,1,-1.0,4.38,-73,-15,18.0,10,249,32CEDD,4G,42890,32CE,25,0.0,none,100.0,100.0,wifi+router,False,normal,0.0
2026-03-25T02:49:34.887356,Z1,C1,N1,workstation,35.75,4.666666666666667,0.0,7.05,47.0,21.5,61.8,35,19.99,browsing,0.36,process,False,Wednesday,2,-38,85,40,5GHz,False,0,1,4,1,-1.0,4.4,-73,-15,18.0,15,249,32CEDD,4G,42890,32CE,19,0.0,none,100.0,100.0,wifi+router,False,normal,0.0
