timestamp,zone_id,cell_id,node_id,device_type,latency_ms,jitter_ms,packet_loss_pct,throughput_mbps,bandwidth_util_pct,cpu_pct,memory_pct,active_connections,queue_length,traffic_type,traffic_confidence,detection_method,is_peak_hour,day_of_week,hour_of_day,rssi_dbm,signal_quality_pct,channel,band_ghz,handover_event,handover_count,neighbor_count,channel_util_pct,connected_stations,tcp_retransmit_rate,mos_estimate,wifi_signal_category,wifi_signal_score,cellular_signal_category,cellular_signal_score,signal_health_overall,signal_dominant_link,signal_health_score,rsrp_dbm,rsrq_db,sinr_db,cqi,pci,cell_id_router,network_type_router,earfcn,enodeb_id,mcs,bler_proxy_pct,bler_delta,bler_trend,bler_severity,ho_status,ho_success_rate_pct,cssr_proxy_pct,latency_rolling_mean,latency_rolling_std,latency_trend,latency_volatility,jitter_rolling_mean,jitter_rolling_std,jitter_increasing,throughput_rolling_mean,throughput_rolling_std,throughput_volatility,anomaly_rate_recent,signal_degradation_rate,data_completeness_pct,required_metrics_pct,router_metrics_pct,data_quality_issues,skip_for_training,data_quality_rating,baseline_phase,hour_anomaly_rate,incident_recovery_time,collection_completion_pct,data_source,anomaly_flag,anomaly_type,anomaly_score
2026-03-29T03:10:53.553728,Z1,C1,N1,workstation,37.75,1.0,0.0,8.06,53.733333333333334,17.6,55.1,29,21.293,browsing,0.31,process,False,Sunday,3,-54,86,40,5GHz,False,0,1,7,2,1.118,4.4,fair,60,unavailable,0,fair,wifi,60,,,,,,,,0,0,0,1.12,0.0,stable,low,none,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,73.3,100.0,20.0,none,False,fair,True,0.0,-1.0,100.0,wifi,False,normal,0.0
2026-03-29T04:10:16.734199,Z1,C1,N1,workstation,50.5,16.333333333333332,0.0,7.87,52.466666666666676,5.8,49.3,32,27.611,browsing,0.34,process,False,Sunday,4,-43,86,40,5GHz,False,0,3,3,0,1.108,4.38,good,80,excellent,95,excellent,cellular,95,-73,-9,17.0,13,249,32CED3,4G,42690,32CE,15,1.11,0.0,stable,low,none,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,100.0,100.0,none,False,excellent,True,0.0,-1.0,100.0,wifi+router,False,normal,0.0
2026-03-29T04:12:18.043979,Z1,C1,N1,workstation,368.0,254.33333333333334,0.0,3.7257958462372756,24.83863897491517,23.8,49.3,24,185.11773875387118,browsing,0.34,process,False,Sunday,4,-43,90,40,5GHz,False,0,1,5,2,6.674,1.25,good,80,excellent,95,excellent,cellular,95,-73,-10,17.0,15,249,32CED3,4G,42690,32CE,16,6.67,5.56,stable,high,none,0.0,100.0,209.25,158.75,317.5,317.5,135.33,119.0,1,5.8,2.07,4.14,50.0,0.0,100.0,100.0,100.0,none,False,excellent,True,50.0,-1.0,100.0,wifi+router,True,high_latency,0.736
2026-03-29T04:13:32.470303,Z1,C1,N1,workstation,234.5,169.66666666666666,0.0,4.02199487821038,26.8132991880692,7.9,49.5,20,118.45659846346311,browsing,0.32,process,False,Sunday,4,-41,75,40,5GHz,False,0,1,5,2,2.117,2.65,good,80,excellent,95,excellent,cellular,95,-73,-12,18.0,14,249,32CED3,4G,42690,32CE,20,2.12,-4.55,stable,medium,none,0.0,100.0,217.67,130.16,184.0,317.5,146.78,98.5,1,5.21,1.89,4.14,66.7,0.67,100.0,100.0,100.0,none,False,excellent,True,66.7,-1.0,100.0,wifi+router,True,latency_degradation,0.507
2026-03-29T04:18:51.981472,Z1,C1,N1,workstation,39.25,8.0,0.0,8.01,53.400000000000006,7.7,52.8,24,22.028,browsing,0.35,process,False,Sunday,4,-37,89,40,5GHz,False,0,1,7,2,1.115,4.39,excellent,95,excellent,95,excellent,wifi,95,-72,-15,19.0,15,249,32CED3,4G,42690,32CE,22,1.11,0.0,stable,low,none,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,100.0,100.0,none,False,excellent,True,0.0,-1.0,100.0,wifi+router,False,normal,0.0
2026-03-29T04:20:35.957916,Z1,C1,N1,workstation,48.75,16.333333333333332,0.0,4.00787295929753,26.719153061983537,4.7,52.6,18,25.57736188778926,browsing,0.32,process,False,Sunday,4,-37,89,40,5GHz,False,0,1,2,2,1.65,4.38,excellent,95,excellent,95,excellent,wifi,95,-72,-15,17.0,14,249,32CED3,4G,42690,32CE,21,1.65,0.54,stable,low,none,0.0,100.0,44.0,4.75,9.5,9.5,12.17,4.17,1,6.01,2.0,4.0,0.0,0.0,100.0,100.0,100.0,none,False,excellent,True,0.0,-1.0,100.0,wifi+router,False,normal,0.0
2026-03-29T04:21:45.062100,Z1,C1,N1,workstation,43.5,5.0,0.0,4.013447640298028,26.756317601986858,4.7,52.7,16,22.954034292089407,browsing,0.33,process,False,Sunday,4,-44,88,40,5GHz,False,0,1,2,2,1.265,4.39,good,80,excellent,95,excellent,cellular,95,-72,-8,18.0,15,249,32CED3,4G,42690,32CE,22,1.26,-0.39,stable,low,none,0.0,100.0,43.83,3.89,4.25,9.5,9.78,4.79,0,5.34,1.89,4.0,0.0,-2.33,100.0,100.0,100.0,none,False,excellent,True,0.0,-1.0,100.0,wifi+router,False,normal,0.0
2026-03-29T04:22:53.298807,Z1,C1,N1,workstation,0.0,0.0,0.0,4.080932475492288,27.206216503281922,17.5,48.7,18,1.2242797426476864,browsing,0.31,process,False,Sunday,4,-36,88,40,5GHz,False,0,1,6,2,1.232,4.41,excellent,95,excellent,95,excellent,wifi,95,-73,-16,18.0,15,249,32CED3,4G,42690,32CE,15,1.23,-0.03,increasing,low,none,0.0,100.0,32.88,19.28,-39.25,48.75,7.33,5.93,0,5.03,1.72,4.0,0.0,0.25,100.0,100.0,100.0,none,False,excellent,True,0.0,-1.0,100.0,wifi+router,False,normal,0.0
2026-03-29T04:24:43.819018,Z1,C1,N1,workstation,0.0,0.0,0.0,1.7473105563760376,11.648737042506916,2.7,48.9,18,0.5241931669128113,browsing,0.31,process,False,Sunday,4,-36,88,40,5GHz,False,0,1,7,2,1.597,4.41,excellent,95,excellent,95,excellent,wifi,95,-72,-16,18.0,15,249,32CED3,4G,42690,32CE,21,1.6,0.37,stable,low,none,0.0,100.0,26.3,21.68,-39.25,48.75,5.87,6.06,0,4.37,2.02,6.26,0.0,0.2,100.0,100.0,100.0,none,False,excellent,True,0.0,-1.0,100.0,wifi+router,False,normal,0.0
2026-03-29T04:26:29.800006,Z1,C1,N1,workstation,39.5,12.333333333333334,0.0,4.029220036427503,26.86146690951669,2.0,48.7,18,20.95876601092825,browsing,0.31,process,False,Sunday,4,-40,88,40,5GHz,False,0,1,1,1,1.191,4.39,good,80,excellent,95,excellent,cellular,95,-72,-13,19.0,15,249,32CED3,4G,42690,32CE,20,1.19,-0.41,stable,low,none,0.0,100.0,28.5,20.4,0.25,48.75,6.94,6.04,1,4.31,1.85,6.26,0.0,-0.5,100.0,100.0,100.0,none,False,excellent,True,0.0,-1.0,100.0,wifi+router,False,normal,0.0
