timestamp,zone_id,cell_id,node_id,device_type,latency_ms,jitter_ms,packet_loss_pct,throughput_mbps,bandwidth_util_pct,cpu_pct,memory_pct,active_connections,queue_length,traffic_type,traffic_confidence,detection_method,is_peak_hour,day_of_week,hour_of_day,rssi_dbm,signal_quality_pct,channel,band_ghz,handover_event,handover_count,neighbor_count,channel_util_pct,connected_stations,tcp_retransmit_rate,mos_estimate,rsrp_dbm,rsrq_db,sinr_db,cqi,pci,cell_id_router,network_type_router,earfcn,enodeb_id,mcs,bler_proxy_pct,ho_status,ho_success_rate_pct,cssr_proxy_pct,data_source,anomaly_flag,anomaly_type,anomaly_score
2026-03-24T23:59:47.457171,Z1,C1,N1,workstation,40.0,6.666666666666667,0.0,0.0,0.0,1.6,51.1,11,20.0,unknown,0.1,pattern,True,Tuesday,23,-40,86,40,5GHz,False,0,3,20,4,-1.0,4.39,-73,-13,7.0,11,249,32CED3,4G,42690,32CE,13,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:01:01.545043,Z1,C1,N1,workstation,83.5,92.0,0.0,0.0,0.0,2.7,51.0,13,41.75,browsing,0.31,process,False,Wednesday,0,-40,86,40,5GHz,False,0,1,13,1,-1.0,4.11,-74,-13,13.0,15,249,32CED3,4G,42690,32CE,20,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:02:26.486831,Z1,C1,N1,workstation,47.5,17.0,0.0,0.0,0.0,2.3,51.7,12,23.75,unknown,0.1,pattern,False,Wednesday,0,-40,86,40,5GHz,False,0,1,14,1,-1.0,4.38,-73,-13,15.0,10,249,32CED3,4G,42690,32CE,9,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:03:40.580705,Z1,C1,N1,workstation,36.5,6.333333333333333,0.0,0.0,0.0,0.4,51.9,10,18.25,unknown,0.1,pattern,False,Wednesday,0,-35,86,40,5GHz,False,0,1,3,1,-1.0,4.39,-73,-17,12.0,9,249,32CEDD,4G,42890,32CE,11,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:04:54.274407,Z1,C1,N1,workstation,36.5,4.666666666666667,0.0,0.0,0.0,3.5,51.3,11,18.25,unknown,0.1,pattern,False,Wednesday,0,-44,86,40,5GHz,False,0,5,5,0,-1.0,4.4,-73,-9,17.0,13,249,32CEDD,4G,42890,32CE,18,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:06:08.689127,Z1,C1,N1,workstation,38.75,9.333333333333334,0.0,0.0,0.0,8.9,51.7,12,19.375,unknown,0.1,pattern,False,Wednesday,0,-37,86,40,5GHz,False,0,1,4,1,-1.0,4.39,-73,-15,5.0,14,249,32CEDD,4G,42890,32CE,7,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:07:23.052749,Z1,C1,N1,workstation,35.5,1.3333333333333333,0.0,0.04,0.26666666666666666,1.5,51.7,12,17.762,unknown,0.1,pattern,False,Wednesday,0,-44,86,40,5GHz,False,0,1,3,1,-1.0,4.4,-73,-8,13.0,11,249,32CEDD,4G,42890,32CE,14,0.0,none,0.0,0.0,wifi+router,True,low_throughput,0.92
2026-03-25T00:08:36.718641,Z1,C1,N1,workstation,38.25,5.0,0.0,0.0,0.0,0.8,51.3,11,19.125,unknown,0.1,pattern,False,Wednesday,0,-37,86,40,5GHz,False,0,1,5,1,-1.0,4.4,-73,-14,16.0,15,249,32CEDD,4G,42890,32CE,13,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:09:50.406378,Z1,C1,N1,workstation,40.25,9.666666666666666,0.0,0.04,0.26666666666666666,6.6,51.4,13,20.137,file_transfer,0.32,process,False,Wednesday,0,-43,86,40,5GHz,False,0,1,7,1,-1.0,4.39,-73,-10,10.0,9,249,32CEDD,4G,42890,32CE,5,0.0,none,0.0,0.0,wifi+router,True,low_throughput,0.92
2026-03-25T00:11:04.616800,Z1,C1,N1,workstation,37.25,6.666666666666667,0.0,0.0,0.0,8.6,50.8,12,18.625,unknown,0.1,pattern,False,Wednesday,0,-38,86,40,5GHz,False,0,1,5,1,-1.0,4.39,-73,-14,6.0,8,249,32CEDD,4G,42890,32CE,12,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:12:18.765492,Z1,C1,N1,workstation,42.75,19.333333333333332,0.0,0.01,0.06666666666666667,1.5,51.3,13,21.378,unknown,0.1,pattern,False,Wednesday,0,-38,86,40,5GHz,False,0,1,5,1,-1.0,4.38,-73,-15,18.0,15,249,32CEDD,4G,42890,32CE,30,0.0,none,0.0,0.0,wifi+router,True,low_throughput,0.98
2026-03-25T00:13:33.787745,Z1,C1,N1,workstation,38.5,7.666666666666667,0.0,0.0,0.0,1.6,51.1,11,19.25,unknown,0.1,pattern,False,Wednesday,0,-38,86,40,5GHz,False,0,1,5,1,-1.0,4.39,-73,-15,15.0,13,249,32CEDD,4G,42890,32CE,19,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:14:47.805666,Z1,C1,N1,workstation,44.25,9.333333333333334,0.0,0.0,0.0,0.4,51.1,11,22.125,unknown,0.1,pattern,False,Wednesday,0,-39,86,40,5GHz,False,0,1,5,1,-1.0,4.39,-73,-14,13.0,11,249,32CEDD,4G,42890,32CE,14,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:16:02.098193,Z1,C1,N1,workstation,36.75,6.0,0.0,0.0,0.0,1.6,51.1,13,18.375,unknown,0.1,pattern,False,Wednesday,0,-38,86,40,5GHz,False,0,1,4,1,-1.0,4.39,-73,-14,10.0,10,249,32CEDD,4G,42890,32CE,7,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:17:16.259402,Z1,C1,N1,workstation,37.75,11.666666666666666,0.0,0.0,0.0,2.0,50.8,12,18.875,unknown,0.1,pattern,False,Wednesday,0,-39,86,40,5GHz,False,0,1,4,1,-1.0,4.39,-73,-13,8.0,9,249,32CEDD,4G,42890,32CE,12,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:18:30.191661,Z1,C1,N1,workstation,61.0,44.333333333333336,0.0,0.0,0.0,2.7,51.4,10,30.5,unknown,0.1,pattern,False,Wednesday,0,-41,86,40,5GHz,False,0,1,5,1,-1.0,4.35,-73,-11,2.0,10,249,32CEDD,4G,42890,32CE,11,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:19:44.446469,Z1,C1,N1,workstation,37.25,7.666666666666667,0.0,0.0,0.0,4.2,51.4,11,18.625,unknown,0.1,pattern,False,Wednesday,0,-43,86,40,5GHz,False,0,1,4,1,-1.0,4.39,-73,-10,16.0,10,249,32CEDD,4G,42890,32CE,11,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:20:58.592365,Z1,C1,N1,workstation,41.0,6.333333333333333,0.0,0.03,0.2,1.6,51.3,12,20.509,unknown,0.1,pattern,False,Wednesday,0,-39,86,40,5GHz,False,0,1,5,1,-1.0,4.39,-73,-13,7.0,10,249,32CEDD,4G,42890,32CE,16,0.0,none,0.0,0.0,wifi+router,True,low_throughput,0.94
2026-03-25T00:22:12.957302,Z1,C1,N1,workstation,38.75,9.666666666666666,0.0,0.0,0.0,2.7,51.0,12,19.375,unknown,0.1,pattern,False,Wednesday,0,-40,86,40,5GHz,False,0,1,3,1,-1.0,4.39,-73,-13,16.0,11,249,32CEDD,4G,42890,32CE,14,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:23:27.106996,Z1,C1,N1,workstation,35.25,1.6666666666666667,0.0,0.0,0.0,0.0,51.4,10,17.625,unknown,0.1,pattern,False,Wednesday,0,-39,86,40,5GHz,False,0,1,4,1,-1.0,4.4,-73,-13,17.0,9,249,32CEDD,4G,42890,32CE,11,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:24:40.744906,Z1,C1,N1,workstation,92.75,42.333333333333336,0.0,0.0,0.0,9.2,51.3,11,46.375,unknown,0.1,pattern,False,Wednesday,0,-42,85,40,5GHz,False,0,1,15,1,-1.0,4.34,-73,-11,14.0,9,249,32CEDD,4G,42890,32CE,15,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:25:55.192520,Z1,C1,N1,workstation,67.75,82.0,0.0,0.03,0.2,7.0,51.1,11,33.884,unknown,0.1,pattern,False,Wednesday,0,-38,85,40,5GHz,False,0,1,3,1,-1.0,4.23,-72,-14,13.0,10,249,32CEDD,4G,42890,32CE,11,0.0,none,0.0,0.0,wifi+router,True,low_throughput,0.94
2026-03-25T00:27:09.437197,Z1,C1,N1,workstation,50.75,7.0,0.0,0.0,0.0,0.0,50.8,12,25.375,unknown,0.1,pattern,False,Wednesday,0,-43,85,40,5GHz,False,0,1,5,1,-1.0,4.39,-73,-10,12.0,12,249,32CEDD,4G,42890,32CE,12,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:28:23.646144,Z1,C1,N1,workstation,62.0,13.0,0.0,0.04,0.26666666666666666,2.3,51.3,12,31.012,browsing,0.31,process,False,Wednesday,0,-41,85,40,5GHz,False,0,1,4,1,-1.0,4.38,-73,-11,17.0,9,249,32CEDD,4G,42890,32CE,19,0.0,none,0.0,0.0,wifi+router,True,low_throughput,0.92
2026-03-25T00:29:38.028305,Z1,C1,N1,workstation,41.75,6.666666666666667,0.0,0.0,0.0,0.0,51.3,16,20.875,browsing,0.3,process,False,Wednesday,0,-44,85,40,5GHz,False,0,5,3,0,-1.0,4.39,-73,-8,19.0,10,249,32CEDD,4G,42890,32CE,18,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:30:52.299747,Z1,C1,N1,workstation,36.75,4.0,0.0,0.04,0.26666666666666666,10.6,51.3,10,18.387,unknown,0.1,pattern,False,Wednesday,0,-43,85,40,5GHz,False,0,5,3,0,-1.0,4.4,-72,-8,12.0,11,249,32CEDD,4G,42890,32CE,19,0.0,none,0.0,0.0,wifi+router,True,low_throughput,0.92
2026-03-25T00:32:06.907878,Z1,C1,N1,workstation,48.25,20.666666666666668,0.0,0.0,0.0,2.0,51.4,13,24.125,unknown,0.1,pattern,False,Wednesday,0,-38,85,40,5GHz,False,0,1,3,1,-1.0,4.38,-73,-14,8.0,9,249,32CEDD,4G,42890,32CE,12,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:33:20.910738,Z1,C1,N1,workstation,46.75,11.333333333333334,0.0,0.04,0.26666666666666666,1.6,51.6,15,23.387,unknown,0.1,pattern,False,Wednesday,0,-36,85,40,5GHz,False,0,1,4,1,-1.0,4.39,-73,-15,10.0,9,249,32CEDD,4G,42890,32CE,14,0.0,none,0.0,0.0,wifi+router,True,low_throughput,0.92
2026-03-25T00:34:34.839007,Z1,C1,N1,workstation,49.75,13.666666666666666,0.0,0.0,0.0,1.2,51.6,14,24.875,unknown,0.1,pattern,False,Wednesday,0,-43,85,40,5GHz,False,0,3,3,0,-1.0,4.38,-73,-9,13.0,11,249,32CEDD,4G,42890,32CE,20,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
